prolificid,subject_id,age,gender,label,trialnum,status,outcome,getsout,bloc,img1,img2,buttonchoice,rtchoice,rt,response,key_press,time_elapsed,internal_node_id,trial_type,trial_index,stimulus,responses,date,time,datefinish,timefinish,
59da0b3103203500011acfec,2742857,31,F,scaleresp,9,2,2,1,1,9,11,1,874,3106.54,39,,320436,0.0-77.0,html-slider-response,77,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5c1920c45782120001f6beff,1629236,33,m,scaleresp,10,1,1,2,1,2,7,1,751,1964,55,,318085,0.0-97.0,html-slider-response,97,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
57754d57ca706f000190eaf1,8231485,35,M,scaleresp,9,2,2,1,2,8,15,0,1070,1393.6,77,,473858,0.0-153.0,html-slider-response,153,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5e5185f14aa7081a81ea3faf,6447883,26,F,scaleresp,12,1,1,2,1,2,17,0,920,1966.875,57,,378704,0.0-107.0,html-slider-response,107,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5be57da1f6b5dd0001170bbe,4467383,36,F,scaleresp,16,1,1,1,2,3,6,0,726,1652.31,76,,471166,0.0-193.0,html-slider-response,193,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5c4bb5a2620ba700010bf02b,1089596,18,M,scaleresp,12,1,1,2,2,14,17,1,328,1301.735,69,,364210,0.0-118.0,html-slider-response,118,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5e2d52d7e1a0e73431c7dd06,6980585,21,M,scaleresp,4,1,2,2,1,7,8,,,,,,465887,0.0-37.0,html-slider-response,37,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5a9844231eda4100013653a9,4761338,29,M,scaleresp,2,1,2,2,1,5,8,1,1438,2457,68,,192138,0.0-47.0,html-slider-response,47,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5ca59f9f30710b001605b491,8120291,20,m,scaleresp,5,2,2,2,2,13,20,1,1078,1299.6,0,,379816,0.0-138.0,html-slider-response,138,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5d8edb6a999d520017b0a66b,3441247,33,M,scaleresp,11,2,1,2,1,2,3,0,1306,2322.055,21,,392980,0.0-77.0,html-slider-response,77,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
58da74c7f94de20001fbd4af,1598476,28,M,scaleresp,8,1,2,1,2,9,20,1,958,1624.6,52,,460729,0.0-143.0,html-slider-response,143,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5be42fd8d8f5470001f0d1cd,4568129,22,F,scaleresp,10,1,1,2,1,1,9,1,804,2861.59,42,,394246,0.0-97.0,html-slider-response,97,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
59da0b3103203500011acfec,2742857,31,F,scaleresp,19,2,1,1,1,4,16,1,764,2463.68,61,,332349,0.0-82.0,html-slider-response,82,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5c1920c45782120001f6beff,1629236,33,m,scaleresp,6,1,2,1,1,5,16,0,565,1622,59,,329287,0.0-102.0,html-slider-response,102,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
57754d57ca706f000190eaf1,8231485,35,M,scaleresp,6,1,2,1,2,1,4,0,958,1806.7,75,,485439,0.0-158.0,html-slider-response,158,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5c4bb5a2620ba700010bf02b,1089596,18,M,scaleresp,1,2,2,2,2,4,19,1,411,1240.715,26,,374650,0.0-123.0,html-slider-response,123,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5be57da1f6b5dd0001170bbe,4467383,36,F,scaleresp,11,2,1,2,2,6,7,0,786,1964.48,74,,482486,0.0-198.0,html-slider-response,198,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5e2d52d7e1a0e73431c7dd06,6980585,21,M,scaleresp,17,2,1,1,1,11,16,,,,,,476617,0.0-42.0,html-slider-response,42,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5a9844231eda4100013653a9,4761338,29,M,scaleresp,11,2,1,2,1,7,8,0,1568,2242,31,,204595,0.0-52.0,html-slider-response,52,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5ca59f9f30710b001605b491,8120291,20,m,scaleresp,1,2,2,2,2,10,17,0,740,1575.625,0,,391042,0.0-143.0,html-slider-response,143,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5cdf3e46bb4ac30001597901,5592673,23,M,scaleresp,15,2,1,2,1,3,4,,,,,,543804,0.0-12.0,html-slider-response,12,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
58da74c7f94de20001fbd4af,1598476,28,M,scaleresp,12,1,1,2,2,5,16,1,493,1585.9,56,,471771,0.0-148.0,html-slider-response,148,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5d8edb6a999d520017b0a66b,3441247,33,M,scaleresp,10,1,1,2,1,9,12,0,976,2523.605,21,,405282,0.0-82.0,html-slider-response,82,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5be42fd8d8f5470001f0d1cd,4568129,22,F,scaleresp,5,2,2,2,1,3,16,0,799,3562.215,61,,407220,0.0-102.0,html-slider-response,102,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
59da0b3103203500011acfec,2742857,31,F,scaleresp,16,1,1,1,1,2,17,1,896,2091.59,64,,344120,0.0-87.0,html-slider-response,87,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
57754d57ca706f000190eaf1,8231485,35,M,scaleresp,12,1,1,2,2,12,19,0,981,1318.9,82,,496311,0.0-163.0,html-slider-response,163,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5c1920c45782120001f6beff,1629236,33,m,scaleresp,8,1,2,1,1,5,12,1,995,2617,56,,341871,0.0-107.0,html-slider-response,107,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5e90a3ac672c833b91ddcd57,6904783,20,M,scaleresp,2,1,2,2,1,2,7,,,,,,126945,0.0-12.0,html-slider-response,12,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5c4bb5a2620ba700010bf02b,1089596,18,M,scaleresp,9,2,2,1,2,1,2,0,433,1665.705,74,,385615,0.0-128.0,html-slider-response,128,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5e2d52d7e1a0e73431c7dd06,6980585,21,M,scaleresp,13,2,1,2,1,8,16,,,,,,487453,0.0-47.0,html-slider-response,47,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5be57da1f6b5dd0001170bbe,4467383,36,F,scaleresp,1,2,2,2,2,10,16,0,772,1750.96,42,,494061,0.0-203.0,html-slider-response,203,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5a9844231eda4100013653a9,4761338,29,M,scaleresp,5,2,2,2,1,18,20,1,486,1681,63,,215529,0.0-57.0,html-slider-response,57,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5ca59f9f30710b001605b491,8120291,20,m,scaleresp,3,2,2,2,2,11,14,0,781,1654.34,0,,402050,0.0-148.0,html-slider-response,148,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
58da74c7f94de20001fbd4af,1598476,28,M,scaleresp,9,2,2,1,2,4,6,1,1093,1533.3,57,,483463,0.0-153.0,html-slider-response,153,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5d8edb6a999d520017b0a66b,3441247,33,M,scaleresp,6,1,2,1,1,6,19,1,1091,1730.51,0,,416888,0.0-87.0,html-slider-response,87,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5cdf3e46bb4ac30001597901,5592673,23,M,scaleresp,7,2,2,1,1,5,12,0,992,3829.95,66,,557466,0.0-17.0,html-slider-response,17,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
59da0b3103203500011acfec,2742857,31,F,scaleresp,20,1,2,2,1,8,16,,,,,,354795,0.0-92.0,html-slider-response,92,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5be42fd8d8f5470001f0d1cd,4568129,22,F,scaleresp,6,1,2,1,1,15,20,1,1126,3105.545,62,,420132,0.0-107.0,html-slider-response,107,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
57754d57ca706f000190eaf1,8231485,35,M,scaleresp,4,1,2,2,2,8,10,0,1084,1886.5,12,,508221,0.0-168.0,html-slider-response,168,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5c1920c45782120001f6beff,1629236,33,m,scaleresp,7,2,2,1,2,7,15,0,815,1895,59,,354571,0.0-113.0,html-slider-response,113,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5c4bb5a2620ba700010bf02b,1089596,18,M,scaleresp,20,1,2,2,2,6,7,1,809,1820.76,23,,397153,0.0-133.0,html-slider-response,133,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5e2d52d7e1a0e73431c7dd06,6980585,21,M,scaleresp,12,1,1,2,1,7,16,,,,,,498394,0.0-52.0,html-slider-response,52,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5e90a3ac672c833b91ddcd57,6904783,20,M,scaleresp,11,2,1,2,1,4,13,0,1409,4310.905,67,,141655,0.0-17.0,html-slider-response,17,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5a9844231eda4100013653a9,4761338,29,M,scaleresp,8,1,2,1,1,15,19,0,473,1940,74,,226685,0.0-62.0,html-slider-response,62,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5ca59f9f30710b001605b491,8120291,20,m,scaleresp,15,2,1,2,2,2,11,,,,,,413600,0.0-153.0,html-slider-response,153,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
58da74c7f94de20001fbd4af,1598476,28,M,scaleresp,18,1,1,1,2,19,20,1,546,1585.1,54,,494599,0.0-158.0,html-slider-response,158,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5cdf3e46bb4ac30001597901,5592673,23,M,scaleresp,6,1,2,1,1,13,18,,,,,,568425,0.0-22.0,html-slider-response,22,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5d8edb6a999d520017b0a66b,3441247,33,M,scaleresp,9,2,2,1,1,12,14,0,917,2804.79,0,,429303,0.0-92.0,html-slider-response,92,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5e80c717770c43000b151225,8400571,22,F,scaleresp,10,1,1,2,1,5,8,,,,,,374763,0.0-12.0,html-slider-response,12,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
59da0b3103203500011acfec,2742857,31,F,scaleresp,14,1,1,2,1,3,6,0,1202,1790.935,30,,366505,0.0-97.0,html-slider-response,97,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
57754d57ca706f000190eaf1,8231485,35,M,scaleresp,14,1,1,2,2,1,18,1,930,2037.6,86,,520178,0.0-173.0,html-slider-response,173,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5c1920c45782120001f6beff,1629236,33,m,scaleresp,15,2,1,2,2,11,15,1,960,1418,71,,365703,0.0-118.0,html-slider-response,118,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5c4bb5a2620ba700010bf02b,1089596,18,M,scaleresp,14,1,1,2,2,4,7,0,348,1622.7,86,,407895,0.0-138.0,html-slider-response,138,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5e2d52d7e1a0e73431c7dd06,6980585,21,M,scaleresp,1,2,2,2,1,2,9,,,,,,509217,0.0-57.0,html-slider-response,57,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5be57da1f6b5dd0001170bbe,4467383,36,F,scaleresp,6,1,2,1,2,5,14,0,952,13103.93,59,,516741,0.0-208.0,html-slider-response,208,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5be42fd8d8f5470001f0d1cd,4568129,22,F,scaleresp,13,2,1,2,2,3,8,0,1810,4070.105,53,,436405,0.0-113.0,html-slider-response,113,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5e90a3ac672c833b91ddcd57,6904783,20,M,scaleresp,7,2,2,1,1,1,16,1,1168,2308.115,84,,153739,0.0-22.0,html-slider-response,22,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5a9844231eda4100013653a9,4761338,29,M,scaleresp,20,1,2,2,1,3,11,1,711,2104,69,,238169,0.0-67.0,html-slider-response,67,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5ca59f9f30710b001605b491,8120291,20,m,scaleresp,9,2,2,1,2,6,8,0,693,1529.795,0,,424954,0.0-158.0,html-slider-response,158,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
58da74c7f94de20001fbd4af,1598476,28,M,scaleresp,11,2,1,2,2,5,11,1,1021,1532.9,49,,505788,0.0-163.0,html-slider-response,163,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5cdf3e46bb4ac30001597901,5592673,23,M,scaleresp,1,2,2,2,1,7,13,1,1257,2484.215,100,,581024,0.0-27.0,html-slider-response,27,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5d8edb6a999d520017b0a66b,3441247,33,M,scaleresp,7,2,2,1,1,3,4,1,983,1908.49,9,,441040,0.0-97.0,html-slider-response,97,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
59da0b3103203500011acfec,2742857,31,F,scaleresp,6,1,2,1,1,8,11,0,1130,2564.785,58,,378952,0.0-102.0,html-slider-response,102,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5c1920c45782120001f6beff,1629236,33,m,scaleresp,8,1,2,1,2,8,19,1,574,1185,57,,376237,0.0-123.0,html-slider-response,123,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
57754d57ca706f000190eaf1,8231485,35,M,scaleresp,3,2,2,2,2,2,4,0,1043,1731.1,67,,531559,0.0-178.0,html-slider-response,178,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5c4bb5a2620ba700010bf02b,1089596,18,M,scaleresp,7,2,2,1,2,10,17,1,752,1938.915,71,,419414,0.0-143.0,html-slider-response,143,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5e80c717770c43000b151225,8400571,22,F,scaleresp,1,2,2,2,1,5,11,0,1306,5082.035,100,,390057,0.0-17.0,html-slider-response,17,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5e2d52d7e1a0e73431c7dd06,6980585,21,M,scaleresp,2,1,2,2,1,4,5,1,1324,3420.98,55,,522652,0.0-62.0,html-slider-response,62,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5a9844231eda4100013653a9,4761338,29,M,scaleresp,15,2,1,2,1,18,19,1,454,1894,59,,249209,0.0-72.0,html-slider-response,72,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5ca59f9f30710b001605b491,8120291,20,m,scaleresp,4,1,2,2,2,7,11,1,887,1574.625,0,,435944,0.0-163.0,html-slider-response,163,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5be42fd8d8f5470001f0d1cd,4568129,22,F,scaleresp,7,2,2,1,2,12,14,1,788,2707.635,59,,448691,0.0-118.0,html-slider-response,118,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5be57da1f6b5dd0001170bbe,4467383,36,F,scaleresp,19,2,1,1,3,12,14,0,904,1961.005,78,,530709,0.0-214.0,html-slider-response,214,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
58da74c7f94de20001fbd4af,1598476,28,M,scaleresp,2,1,2,2,2,2,11,1,976,1618.5,52,,517231,0.0-168.0,html-slider-response,168,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5e90a3ac672c833b91ddcd57,6904783,20,M,scaleresp,16,1,1,1,1,4,15,0,1144,3956.005,65,,167524,0.0-27.0,html-slider-response,27,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5bf9c3137618a60001608942,6212167,,,surveyid,,,,,,,,,,14678,,,27707,0.0-3.0,survey-text,3,,"{Q0"":""5bf9c3137618a60001608942""}""",08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5cdf3e46bb4ac30001597901,5592673,23,M,scaleresp,19,2,1,1,1,4,19,0,832,2599.81,100,,593327,0.0-32.0,html-slider-response,32,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5d8edb6a999d520017b0a66b,3441247,33,M,scaleresp,4,1,2,2,1,4,11,1,1274,2167.125,12,,453086,0.0-102.0,html-slider-response,102,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
59da0b3103203500011acfec,2742857,31,F,scaleresp,13,2,1,2,1,18,19,1,800,2286.79,59,,390803,0.0-107.0,html-slider-response,107,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5c1920c45782120001f6beff,1629236,33,m,scaleresp,20,1,2,2,2,3,9,0,735,2057,70,,387870,0.0-128.0,html-slider-response,128,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
57754d57ca706f000190eaf1,8231485,35,M,scaleresp,8,1,2,1,2,4,13,0,944,1577.2,16,,543117,0.0-183.0,html-slider-response,183,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5c4bb5a2620ba700010bf02b,1089596,18,M,scaleresp,19,2,1,1,2,2,17,0,954,1424.105,89,,430554,0.0-148.0,html-slider-response,148,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5e80c717770c43000b151225,8400571,22,F,scaleresp,9,2,2,1,1,5,10,0,1226,3543.25,100,,403729,0.0-22.0,html-slider-response,22,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58893E+12,
5a9844231eda4100013653a9,4761338,29,M,scaleresp,3,2,2,2,1,6,18,0,442,1945,64,,260353,0.0-77.0,html-slider-response,77,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5bf9c3137618a60001608942,6212167,27,M,survey,,,,,,,,,,7389,,,35099,0.0-4.0,survey-text,4,,"{Q0"":""27""","Q1:""M""}""",08/05/2020,1.58892E+12,08/05/2020,1.58892E+12
5be42fd8d8f5470001f0d1cd,4568129,22,F,scaleresp,16,1,1,1,2,5,17,0,736,2160.2,57,,460621,0.0-123.0,html-slider-response,123,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5ca59f9f30710b001605b491,8120291,20,m,scaleresp,13,2,1,2,2,1,3,0,1053,1866.11,0,,447584,0.0-168.0,html-slider-response,168,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5be57da1f6b5dd0001170bbe,4467383,36,F,scaleresp,16,1,1,1,3,7,14,0,915,1755.51,68,,542173,0.0-219.0,html-slider-response,219,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
58da74c7f94de20001fbd4af,1598476,28,M,scaleresp,20,1,2,2,2,3,17,1,697,2130.4,48,,528732,0.0-173.0,html-slider-response,173,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5e2d52d7e1a0e73431c7dd06,6980585,21,M,scaleresp,3,2,2,2,1,10,19,0,1070,4267.315,55,,537638,0.0-67.0,html-slider-response,67,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5e90a3ac672c833b91ddcd57,6904783,20,M,scaleresp,13,2,1,2,1,6,11,1,1125,3274.385,58,,180864,0.0-32.0,html-slider-response,32,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
5d8edb6a999d520017b0a66b,3441247,33,M,scaleresp,20,1,2,2,1,11,15,0,637,2404.975,14,,465011,0.0-107.0,html-slider-response,107,"<p style=font-size:16px; text-align:center;"">  How responsible do you feel concerning <br> the outcome ? </p>""",,08/05/2020,1.58892E+12,08/05/2020,1.58892E+12,
