prolificid,subject_id,age,gender,label,trialnum,status,outcome,getsout,bloc,img1,img2,buttonchoice,rtchoice,rt,response,key_press,time_elapsed,internal_node_id,trial_type,trial_index,stimulus,responses,playerout,playeroutnumber,rated,date,time,datefinish,timefinish,,
5d89c5bd2cbec60017e976f3,2866544,26,M,scaleresp,21,1,2,1,3,9,13,0,1598,1703.5,69,,721981,0.0-219.0,html-slider-response,219,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,You,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5ec67dab01c3da05a5a13529,9517828,23,F,scaleresp,9,1,1,1,1,13,16,0,1281,2157.025,68,,521388,0.0-97.0,html-slider-response,97,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 42 for the outcome ? </p>""",,1,Player 42,Player 42,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e8740bce698c93829bd9217,9140691,25,F,scaleresp,21,1,2,1,1,5,10,0,1219,2743.16,28,,383446,0.0-22.0,html-slider-response,22,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,You,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5eb2d4b5444b2f06e7257f77,7957859,22,F,scaleresp,20,2,1,2,2,3,14,1,1132,2113.82,64,,655566,0.0-208.0,html-slider-response,208,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,Player 41,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5ec94a815bb88d445fa6bf50,1626587,19,F,scaleresp,25,1,1,1,1,4,17,0,1381,3530.845,45,,639005,0.0-67.0,html-slider-response,67,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 72 for the outcome ? </p>""",,3,Player 72,Player 72,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5cfaddd350a81200012d1d90,3570230,22,F,scaleresp,27,1,1,2,1,7,20,1,903,1467.425,67,,406046,0.0-102.0,html-slider-response,102,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 83 for the outcome ? </p>""",,3,Player 20,Player 83,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5eaaf821f43b4407d0793649,4552427,20,M,scaleresp,39,1,2,2,2,3,6,0,283,2497,29,,411313,0.0-123.0,html-slider-response,123,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 68 for the outcome ? </p>""",,4,Player 71,Player 68,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e934f283f920e68ab49276d,3455601,20,M,scaleresp,39,1,2,2,3,16,17,0,1366,2022.82,35,,650839,0.0-229.0,html-slider-response,229,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 53 for the outcome ? </p>""",,4,Player 41,Player 53,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5eba6e673468ad1bb8ca4547,8391188,29,F,scaleresp,39,1,2,2,1,8,18,0,767,2835.525,0,,702373,0.0-97.0,html-slider-response,97,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 10 for the outcome ? </p>""",,4,Player 54,Player 10,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5d0d74c82968b400195c6b48,7876694,26,M,scaleresp,12,2,1,2,1,8,9,1,1768,2209.075,68,,220837,0.0-57.0,html-slider-response,57,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 72 for the outcome ? </p>""",,1,Player 04,Player 72,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5bdf427934ef6c0001f18d58,8037369,29,F,scaleresp,6,2,2,1,1,5,11,0,868,2351.485,96,,311224,0.0-92.0,html-slider-response,92,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 28 for the outcome ? </p>""",,0,Player 28,Player 28,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5bf31a726e930b00019a5d49,4381051,20,M,scaleresp,7,1,2,2,3,1,11,1,1398,1147.385,78,,623335,0.0-234.0,html-slider-response,234,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 20 for the outcome ? </p>""",,0,Player 86,Player 20,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e3e5424c8afcf0c0cd0a9ac,3246805,23,F,scaleresp,25,1,1,1,1,9,11,0,842,5027.56,84,,698393,0.0-52.0,html-slider-response,52,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 40 for the outcome ? </p>""",,3,Player 40,Player 40,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5c1bab0a70d93a00011ed9f0,2111026,24,F,scaleresp,2,2,1,1,2,9,17,0,955,1736.575,67,,559649,0.0-168.0,html-slider-response,168,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 06 for the outcome ? </p>""",,0,Player 06,Player 06,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e45b7ada68f6b09f68b20e8,8018766,20,M,scaleresp,14,2,2,1,1,2,20,0,915,1537.365,26,,390852,0.0-102.0,html-slider-response,102,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 28 for the outcome ? </p>""",,1,Player 28,Player 28,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e4d330662117e000ac96c66,8106346,22,M,scaleresp,26,2,1,1,1,4,15,1,958,4454.545,73,,206245,0.0-32.0,html-slider-response,32,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 68 for the outcome ? </p>""",,3,Player 68,Player 68,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e5bb17c8bca2338cc96b6f7,7674587,18,M,scaleresp,15,1,2,2,1,9,11,,,,,,306349,0.0-12.0,html-slider-response,12,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 25 for the outcome ? </p>""",,1,Player 08,Player 25,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5d25a0673fdfbe00013006b8,8604783,31,m,scaleresp,3,1,1,2,1,17,19,0,556,1980.36,73,,500589,0.0-97.0,html-slider-response,97,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 42 for the outcome ? </p>""",,0,Player 07,Player 42,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5ea975f4e3583b067234eb7f,2172950,18,M,scaleresp,16,2,2,2,2,12,20,0,1011,3331.2,58,,407387,0.0-148.0,html-slider-response,148,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 26 for the outcome ? </p>""",,1,Player 74,Player 26,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5c8007ff4600c30001eb37e1,6763862,21,M,scaleresp,34,2,1,1,2,1,13,1,1037,1617,75,,479105,0.0-148.0,html-slider-response,148,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 03 for the outcome ? </p>""",,4,Player 03,Player 03,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5dc55a3add2b773de8fd2ef7,2698533,21,m,scaleresp,38,2,2,1,3,12,20,0,886,1459,68,,730695,0.0-234.0,html-slider-response,234,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 52 for the outcome ? </p>""",,4,Player 52,Player 52,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5eaca651df23d332dbca499e,3094759,19,F,scaleresp,21,1,2,1,1,6,15,0,1149,6337.19,51,,240537,0.0-22.0,html-slider-response,22,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,You,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e525a01f72891267e5ca208,4455869,24,M,scaleresp,8,2,2,2,1,6,17,0,1317,3252,37,,234363,0.0-22.0,html-slider-response,22,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 06 for the outcome ? </p>""",,0,Player 15,Player 06,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5c198b6c749f990001f2491d,7388326,20,F,scaleresp,12,2,1,2,2,12,16,0,909,1834.79,62,,496826,0.0-138.0,html-slider-response,138,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 28 for the outcome ? </p>""",,1,Player 35,Player 28,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5bea409f40928e0001329232,6701307,26,F,scaleresp,34,2,1,1,2,1,17,1,1518,2427.645,58,,415941,0.0-138.0,html-slider-response,138,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 67 for the outcome ? </p>""",,4,Player 67,Player 67,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5ce3d1511749aa001a72b43d,4523338,19,M,scaleresp,38,2,2,1,2,6,17,1,913,1341.69,43,,634577,0.0-188.0,html-slider-response,188,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 80 for the outcome ? </p>""",,4,Player 80,Player 80,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5dcbea3588381e87f60cb202,2417478,26,M,scaleresp,36,2,1,2,1,6,9,0,775,2346.31,62,,295834,0.0-72.0,html-slider-response,72,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 43 for the outcome ? </p>""",,4,Player 67,Player 43,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5b9ce9e980ebc0000117f24d,2656514,21,M,scaleresp,15,1,2,2,1,10,11,1,1199,1755.505,62,,230216,0.0-47.0,html-slider-response,47,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 84 for the outcome ? </p>""",,1,Player 70,Player 84,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5b130c88d282ff00015c14ec,7030709,22,M,scaleresp,20,2,1,2,1,17,20,0,1214,2111.315,100,,362970,0.0-97.0,html-slider-response,97,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,Player 07,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5ebc325bd662f0049bb97a36,8355714,27,m,scaleresp,28,2,1,2,1,3,20,,,,,,266472,0.0-77.0,html-slider-response,77,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 20 for the outcome ? </p>""",,3,Player 67,Player 20,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5ddbdf23e2dcbdb16a349bd1,3304915,23,F,scaleresp,16,2,2,2,1,1,6,,,,,,248309,0.0-52.0,html-slider-response,52,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 10 for the outcome ? </p>""",,1,Player 68,Player 10,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e8ca8db47db8f0519098266,5626921,21,F,scaleresp,1,1,1,1,1,17,19,1,704,2645,100,,351928,0.0-32.0,html-slider-response,32,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 43 for the outcome ? </p>""",,0,Player 43,Player 43,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5d79134a31c9b500193fddff,5603353,26,M,scaleresp,7,1,2,2,2,9,12,0,731,2366.555,59,,479599,0.0-113.0,html-slider-response,113,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 68 for the outcome ? </p>""",,0,Player 35,Player 68,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5bf1d974c795fe000143e539,5954094,18,M,scaleresp,24,2,2,2,1,13,14,1,450,2112.485,63,,370351,0.0-82.0,html-slider-response,82,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,Player 51,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5ec67dab01c3da05a5a13529,9517828,23,F,scaleresp,31,1,2,2,1,10,13,0,923,1885.535,12,,532799,0.0-102.0,html-slider-response,102,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 38 for the outcome ? </p>""",,3,Player 75,Player 38,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5eb40e49245b8622104636ec,8157712,18,M,scaleresp,28,2,1,2,2,4,17,,,,,,501259,0.0-138.0,html-slider-response,138,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 57 for the outcome ? </p>""",,3,Player 23,Player 57,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e84c80336bc630974efb1e3,2786625,19,M,scaleresp,2,2,1,1,1,4,12,0,949,2106.9,52,,370560,0.0-32.0,html-slider-response,32,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 87 for the outcome ? </p>""",,0,Player 87,Player 87,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5eb1d0492f4568306b0365c7,8678581,21,M,scaleresp,11,1,1,2,2,13,18,0,916,12641,24,,721414,0.0-208.0,html-slider-response,208,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 53 for the outcome ? </p>""",,1,Player 46,Player 53,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
59996cc205a0e30001f1ff87,5909004,31,F,scaleresp,15,1,2,2,2,8,12,0,1163,1377.83,56,,394200,0.0-148.0,html-slider-response,148,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 48 for the outcome ? </p>""",,1,Player 63,Player 48,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5d89c5bd2cbec60017e976f3,2866544,26,M,scaleresp,37,1,2,1,3,9,17,1,1207,1857.01,73,,733982,0.0-224.0,html-slider-response,224,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 38 for the outcome ? </p>""",,4,Player 38,Player 38,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5ec9952d8ec8f80e0dd3c7c6,6907260,23,F,scaleresp,8,2,2,2,1,11,17,0,850,6495.63,75,,431191,0.0-27.0,html-slider-response,27,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 60 for the outcome ? </p>""",,0,Player 87,Player 60,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e8740bce698c93829bd9217,9140691,25,F,scaleresp,25,1,1,1,1,1,12,1,1109,2356.395,77,,395616,0.0-27.0,html-slider-response,27,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 52 for the outcome ? </p>""",,3,Player 52,Player 52,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e934f283f920e68ab49276d,3455601,20,M,scaleresp,18,2,1,1,3,3,12,1,727,1448.79,20,,661945,0.0-234.0,html-slider-response,234,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,You,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5eb2d4b5444b2f06e7257f77,7957859,22,F,scaleresp,27,1,1,2,3,3,10,1,1121,1561.18,74,,667799,0.0-214.0,html-slider-response,214,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 76 for the outcome ? </p>""",,3,Player 41,Player 76,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5ec94a815bb88d445fa6bf50,1626587,19,F,scaleresp,37,1,2,1,1,5,19,0,1458,2417.675,38,,651628,0.0-72.0,html-slider-response,72,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 56 for the outcome ? </p>""",,4,Player 56,Player 56,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5cfaddd350a81200012d1d90,3570230,22,F,scaleresp,30,2,2,1,1,5,6,0,1284,2792.785,49,,419029,0.0-107.0,html-slider-response,107,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 20 for the outcome ? </p>""",,3,Player 20,Player 20,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5bf31a726e930b00019a5d49,4381051,20,M,scaleresp,39,1,2,2,3,2,7,1,1122,1103.495,89,,634512,0.0-239.0,html-slider-response,239,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 14 for the outcome ? </p>""",,4,Player 37,Player 14,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5d0d74c82968b400195c6b48,7876694,26,M,scaleresp,37,1,2,1,1,7,15,1,1248,1963.66,66,,232997,0.0-62.0,html-slider-response,62,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 72 for the outcome ? </p>""",,4,Player 72,Player 72,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5bdf427934ef6c0001f18d58,8037369,29,F,scaleresp,32,2,2,2,1,14,18,0,747,1903.72,87,,322744,0.0-97.0,html-slider-response,97,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 28 for the outcome ? </p>""",,3,Player 35,Player 28,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5eaaf821f43b4407d0793649,4552427,20,M,scaleresp,35,1,1,2,2,1,8,1,441,3171.155,26,,424393,0.0-128.0,html-slider-response,128,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 52 for the outcome ? </p>""",,4,Player 71,Player 52,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5c1bab0a70d93a00011ed9f0,2111026,24,F,scaleresp,28,2,1,2,2,12,17,1,703,1534.8,61,,570752,0.0-173.0,html-slider-response,173,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 41 for the outcome ? </p>""",,3,Player 37,Player 41,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e45b7ada68f6b09f68b20e8,8018766,20,M,scaleresp,37,1,2,1,1,9,15,1,1050,1288.335,56,,402094,0.0-107.0,html-slider-response,107,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 63 for the outcome ? </p>""",,4,Player 63,Player 63,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5a05b4e5728b1b0001ad8eee,3827758,22,M,scaleresp,29,1,2,1,2,6,13,1,1166,5062.635,55,,481276,0.0-113.0,html-slider-response,113,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 78 for the outcome ? </p>""",,3,Player 78,Player 78,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e3e5424c8afcf0c0cd0a9ac,3246805,23,F,scaleresp,20,2,1,2,1,16,19,0,669,2828.08,72,,710790,0.0-57.0,html-slider-response,57,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,Player 40,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5ea975f4e3583b067234eb7f,2172950,18,M,scaleresp,12,2,1,2,2,16,20,1,1069,1222.1,28,,418203,0.0-153.0,html-slider-response,153,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 01 for the outcome ? </p>""",,1,Player 74,Player 01,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5d25a0673fdfbe00013006b8,8604783,31,m,scaleresp,14,2,2,1,1,14,15,0,732,1570.135,74,,511572,0.0-102.0,html-slider-response,102,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 63 for the outcome ? </p>""",,1,Player 63,Player 63,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e4d330662117e000ac96c66,8106346,22,M,scaleresp,22,2,2,1,1,7,14,0,669,2507.365,0,,218294,0.0-37.0,html-slider-response,37,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,You,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5c8007ff4600c30001eb37e1,6763862,21,M,scaleresp,25,1,1,1,2,9,11,0,1132,1365,73,,490343,0.0-153.0,html-slider-response,153,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 62 for the outcome ? </p>""",,3,Player 62,Player 62,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5c198b6c749f990001f2491d,7388326,20,F,scaleresp,38,2,2,1,2,2,3,0,672,1542.325,37,,507563,0.0-143.0,html-slider-response,143,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 10 for the outcome ? </p>""",,4,Player 10,Player 10,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5aa8890a35237b0001131ea3,2165533,24,F,scaleresp,38,2,2,1,1,7,14,,,,,,635505,0.0-12.0,html-slider-response,12,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 23 for the outcome ? </p>""",,4,Player 23,Player 23,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5dc55a3add2b773de8fd2ef7,2698533,21,m,scaleresp,30,2,2,1,3,4,5,0,1870,1260,69,,742753,0.0-239.0,html-slider-response,239,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 87 for the outcome ? </p>""",,3,Player 87,Player 87,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5ce3d1511749aa001a72b43d,4523338,19,M,scaleresp,26,2,1,1,2,5,6,0,917,1773.9,75,,645913,0.0-193.0,html-slider-response,193,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 71 for the outcome ? </p>""",,3,Player 71,Player 71,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5dcbea3588381e87f60cb202,2417478,26,M,scaleresp,33,1,1,1,1,3,8,1,883,2040.31,70,,307370,0.0-77.0,html-slider-response,77,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 67 for the outcome ? </p>""",,4,Player 67,Player 67,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5ddbdf23e2dcbdb16a349bd1,3304915,23,F,scaleresp,40,2,2,2,1,11,17,,,,,,259048,0.0-57.0,html-slider-response,57,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 54 for the outcome ? </p>""",,4,Player 32,Player 54,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e5bb17c8bca2338cc96b6f7,7674587,18,M,scaleresp,27,1,1,2,1,7,18,1,1215,4815.4,40,,320986,0.0-17.0,html-slider-response,17,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 47 for the outcome ? </p>""",,3,Player 61,Player 47,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5bea409f40928e0001329232,6701307,26,F,scaleresp,8,2,2,2,2,13,14,0,1261,2541.59,34,,428700,0.0-143.0,html-slider-response,143,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 51 for the outcome ? </p>""",,0,Player 02,Player 51,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5eba6e673468ad1bb8ca4547,8391188,29,F,scaleresp,5,1,2,1,1,4,5,1,478,9992.56,0,,721674,0.0-102.0,html-slider-response,102,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 76 for the outcome ? </p>""",,0,Player 76,Player 76,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5b9ce9e980ebc0000117f24d,2656514,21,M,scaleresp,7,1,2,2,1,7,20,0,821,3366.835,72,,243046,0.0-52.0,html-slider-response,52,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 16 for the outcome ? </p>""",,0,Player 25,Player 16,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e8ca8db47db8f0519098266,5626921,21,F,scaleresp,20,2,1,2,1,8,14,0,692,2283,100,,363500,0.0-37.0,html-slider-response,37,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,Player 86,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5ebc325bd662f0049bb97a36,8355714,27,m,scaleresp,12,2,1,2,1,11,15,0,885,2618.81,23,,278624,0.0-82.0,html-slider-response,82,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 67 for the outcome ? </p>""",,1,Player 58,Player 67,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5eaca651df23d332dbca499e,3094759,19,F,scaleresp,9,1,1,1,1,12,15,1,895,5255.67,62,,255517,0.0-27.0,html-slider-response,27,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 52 for the outcome ? </p>""",,1,Player 52,Player 52,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e525a01f72891267e5ca208,4455869,24,M,scaleresp,4,2,1,2,1,17,20,1,1715,4157,68,,249148,0.0-27.0,html-slider-response,27,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 06 for the outcome ? </p>""",,0,Player 15,Player 06,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5eb40e49245b8622104636ec,8157712,18,M,scaleresp,15,1,2,2,2,1,20,,,,,,512313,0.0-143.0,html-slider-response,143,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 23 for the outcome ? </p>""",,1,Player 57,Player 23,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5d79134a31c9b500193fddff,5603353,26,M,scaleresp,12,2,1,2,2,3,10,1,571,2750.415,69,,491655,0.0-118.0,html-slider-response,118,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 35 for the outcome ? </p>""",,1,Player 47,Player 35,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5bf1d974c795fe000143e539,5954094,18,M,scaleresp,21,1,2,1,1,3,16,0,556,2475.85,89,,382264,0.0-87.0,html-slider-response,87,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,You,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
59996cc205a0e30001f1ff87,5909004,31,F,scaleresp,25,1,1,1,2,5,16,,,,,,405921,0.0-153.0,html-slider-response,153,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 17 for the outcome ? </p>""",,3,Player 17,Player 17,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5d89c5bd2cbec60017e976f3,2866544,26,M,scaleresp,19,1,1,2,3,3,12,1,787,1650.05,74,,745293,0.0-229.0,html-slider-response,229,"<p style=font-size:16px; text-align:center;""> &nbsp &nbsp &nbsp How responsible are YOU for the outcome ?  &nbsp &nbsp </p>""",,2,You,Player 24,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e84c80336bc630974efb1e3,2786625,19,M,scaleresp,8,2,2,2,1,8,20,0,1011,2439.875,43,,382864,0.0-37.0,html-slider-response,37,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 61 for the outcome ? </p>""",,0,Player 87,Player 61,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5e8740bce698c93829bd9217,9140691,25,F,scaleresp,39,1,2,2,1,9,16,0,1235,1596.475,43,,407123,0.0-32.0,html-slider-response,32,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 52 for the outcome ? </p>""",,4,Player 70,Player 52,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5ea9549ea50bc3028efb7442,5714197,,,surveyid,,,,,,,,,,4071,,,68783,0.0-3.0,survey-text,3,,"{Q0"":""5ea9549ea50bc3028efb7442""}""",,,,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5b130c88d282ff00015c14ec,7030709,22,M,scaleresp,37,1,2,1,1,9,18,0,1549,4437.82,55,,377725,0.0-102.0,html-slider-response,102,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 58 for the outcome ? </p>""",,4,Player 58,Player 58,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5eb2d4b5444b2f06e7257f77,7957859,22,F,scaleresp,7,1,2,2,3,2,12,1,834,1661.45,78,,679311,0.0-219.0,html-slider-response,219,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 52 for the outcome ? </p>""",,0,Player 30,Player 52,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
5eb1d0492f4568306b0365c7,8678581,21,M,scaleresp,26,2,1,1,3,2,13,1,860,1790,73,,734569,0.0-214.0,html-slider-response,214,"<p style=font-size:16px; text-align:center;"">  How responsible is Player 53 for the outcome ? </p>""",,3,Player 53,Player 53,26/05/2020,1.5905E+12,26/05/2020,1.5905E+12,,
