"id","repetition","beta8","n","p"
1033,35,0.15,50,0.00188262825623859
1034,35,0.25,50,1.69900046614492e-14
1035,35,0.5,50,1.16937129918124e-11
1036,35,0,150,0.312087527192741
1037,35,0.05,150,0.15714786243499
1038,35,0.15,150,1.76029920593504e-10
1039,35,0.25,150,2.6298443320011e-14
1040,35,0.5,150,1.18091641541682e-16
1041,35,0,500,0.311812626093218
1042,35,0.05,500,0.111356721749449
1043,35,0.15,500,1.9322316301909e-07
1044,35,0.25,500,1.67202093463528e-12
1045,35,0.5,500,2.13631237635024e-18
1046,35,0,5000,0.311812626093218
1047,35,0.05,5000,0.111356721749449
1048,35,0.15,5000,1.9322316301909e-07
1049,35,0.25,5000,1.67202093463528e-12
1050,35,0.5,5000,2.13631237635024e-18
1051,36,0,5,1
1052,36,0.05,5,0.000147848097003879
1053,36,0.15,5,0.947690959509622
1054,36,0.25,5,0.00324186973565962
1055,36,0.5,5,0.0124633694476953
1056,36,0,25,1
1057,36,0.05,25,0.739891534847348
1058,36,0.15,25,4.22320402017946e-09
1059,36,0.25,25,2.11303384742985e-09
1060,36,0.5,25,8.49907911263386e-06
1061,36,0,50,0.999999694293669
1062,36,0.05,50,0.892449306444871
1063,36,0.15,50,0.0188357436912943
1064,36,0.25,50,5.34274333216875e-07
1065,36,0.5,50,5.43145665672729e-07
1066,36,0,150,0.312147806768975
1067,36,0.05,150,0.260108196199011
1068,36,0.15,150,9.85722320406555e-06
1069,36,0.25,150,1.3867285417827e-14
1070,36,0.5,150,4.42537292241562e-15
1071,36,0,500,0.311812626093218
1072,36,0.05,500,0.111356721749449
1073,36,0.15,500,1.9322316301909e-07
1074,36,0.25,500,1.67202093463528e-12
1075,36,0.5,500,6.08452723185264e-18
1076,36,0,5000,0.311812626093218
1077,36,0.05,5000,0.111356721749449
1078,36,0.15,5000,1.9322316301909e-07
1079,36,0.25,5000,1.67202093463528e-12
1080,36,0.5,5000,2.13631237635024e-18
1081,37,0,5,0.99999927666202
1082,37,0.05,5,0.00023686319274883
1083,37,0.15,5,0.00159482741875424
1084,37,0.25,5,0.998146542295166
1085,37,0.5,5,0.551203276633871
1086,37,0,25,0.329256577171706
1087,37,0.05,25,0.936103558383615
1088,37,0.15,25,1.4914739049142e-08
1089,37,0.25,25,1.86980425146661e-10
1090,37,0.5,25,0.00122398282893107
1091,37,0,50,0.32398502626512
1092,37,0.05,50,0.986890417686644
1093,37,0.15,50,0.000178476191738594
1094,37,0.25,50,0.000126383239523487
1095,37,0.5,50,3.53642549835903e-10
1096,37,0,150,0.312409622068219
1097,37,0.05,150,0.00738965069768149
1098,37,0.15,150,6.80090058424395e-06
1099,37,0.25,150,1.28549193464044e-09
1100,37,0.5,150,1.11840599148922e-19
1101,37,0,500,0.311812626093218
1102,37,0.05,500,0.111356721749449
1103,37,0.15,500,1.9322316301909e-07
1104,37,0.25,500,1.67202093463528e-12
1105,37,0.5,500,2.13631237635024e-18
1106,37,0,5000,0.311812626093218
1107,37,0.05,5000,0.111356721749449
1108,37,0.15,5000,1.9322316301909e-07
1109,37,0.25,5000,1.67202093463528e-12
1110,37,0.5,5000,2.13631237635024e-18
1111,38,0,5,0.999999725711946
1112,38,0.05,5,0.000584198908902397
1113,38,0.15,5,0.00367813355073858
1114,38,0.25,5,0.945262629018702
1115,38,0.5,5,0.00267394612306186
1116,38,0,25,1
1117,38,0.05,25,0.618506218375606
1118,38,0.15,25,0.456743971562809
1119,38,0.25,25,1.41552415099548e-11
1120,38,0.5,25,4.23938323527383e-09
1121,38,0,50,0.314882396653088
1122,38,0.05,50,3.3375481310934e-16
1123,38,0.15,50,0.000509093949117279
1124,38,0.25,50,5.49234252739915e-07
1125,38,0.5,50,1.16449857458396e-15
1126,38,0,150,0.32153693526429
1127,38,0.05,150,0.270704264594783
1128,38,0.15,150,8.52563652956166e-10
1129,38,0.25,150,3.13278558167806e-14
1130,38,0.5,150,2.96113339540563e-15
1131,38,0,500,0.311812626093218
1132,38,0.05,500,0.111356721749449
1133,38,0.15,500,1.9322316301909e-07
1134,38,0.25,500,1.67202093463528e-12
1135,38,0.5,500,2.13631237635024e-18
1136,38,0,5000,0.311812626093218
1137,38,0.05,5000,0.111356721749449
1138,38,0.15,5000,1.9322316301909e-07
1139,38,0.25,5000,1.67202093463528e-12
1140,38,0.5,5000,2.13631237635024e-18
1141,39,0,5,0.999999848874643
1142,39,0.05,5,0.0130655517635577
1143,39,0.15,5,0.0453123612078654
1144,39,0.25,5,0.0055688197317409
1145,39,0.5,5,0.00337455455335849
1146,39,0,25,0.999999841165993
1147,39,0.05,25,0.497518625257213
1148,39,0.15,25,0.0268717280720708
1149,39,0.25,25,0.0241478540377284
1150,39,0.5,25,4.81952930702871e-08
1151,39,0,50,0.323985026265092
1152,39,0.05,50,0.77818995977095
1153,39,0.15,50,8.52015237999341e-13
1154,39,0.25,50,7.3036031234677e-15
1155,39,0.5,50,9.51197945434935e-08
1156,39,0,150,0.31208752719273
1157,39,0.05,150,0.014817401040978
1158,39,0.15,150,2.28733332379819e-06
1159,39,0.25,150,6.50446077303959e-14
1160,39,0.5,150,9.52611655045019e-17
1161,39,0,500,0.311812626093218
1162,39,0.05,500,0.111356721749449
1163,39,0.15,500,1.9322316301909e-07
1164,39,0.25,500,1.67202093463528e-12
1165,39,0.5,500,2.13631237635024e-18
1166,39,0,5000,0.311812626093218
1167,39,0.05,5000,0.111356721749449
1168,39,0.15,5000,1.9322316301909e-07
1169,39,0.25,5000,1.67202093463528e-12
1170,39,0.5,5000,2.13631237635024e-18
1171,40,0,5,1
1172,40,0.05,5,0.00304785514230645
1173,40,0.15,5,0.00312102790301136
1174,40,0.25,5,0.0216787819142658
1175,40,0.5,5,0.0287730738091949
1176,40,0,25,0.319503366546709
1177,40,0.05,25,0.00102455287302007
1178,40,0.15,25,0.0822656462898003
1179,40,0.25,25,0.00518449089329978
1180,40,0.5,25,1.78338454930405e-05
1181,40,0,50,0.325052732723491
1182,40,0.05,50,0.257020598131772
1183,40,0.15,50,1.82182645777112e-15
1184,40,0.25,50,0.000106338949478397
1185,40,0.5,50,2.49411271461598e-09
1186,40,0,150,0.312409622068195
1187,40,0.05,150,0.227515887591501
1188,40,0.15,150,2.1150312961204e-06
1189,40,0.25,150,2.42110434266353e-10
1190,40,0.5,150,2.47997422938016e-17
1191,40,0,500,0.311812626093218
1192,40,0.05,500,0.111356721749449
1193,40,0.15,500,1.9322316301909e-07
1194,40,0.25,500,1.67202093463528e-12
1195,40,0.5,500,2.13631237635024e-18
1196,40,0,5000,0.311812626093218
1197,40,0.05,5000,0.111356721749449
1198,40,0.15,5000,1.9322316301909e-07
1199,40,0.25,5000,1.67202093463528e-12
1200,40,0.5,5000,2.13631237635024e-18
1201,41,0,5,1
1202,41,0.05,5,0.00151157607849921
1203,41,0.15,5,0.0199886601936224
1204,41,0.25,5,0.954386523840789
1205,41,0.5,5,0.42604246339454
1206,41,0,25,0.32728688127976
1207,41,0.05,25,5.35060736701838e-09
1208,41,0.15,25,1.43077819259759e-08
1209,41,0.25,25,0.0033486213574621
1210,41,0.5,25,8.41213656332033e-10
1211,41,0,50,0.659369098300724
1212,41,0.05,50,1.05422481823555e-06
1213,41,0.15,50,0.00755211178277236
1214,41,0.25,50,0.000543428808718084
1215,41,0.5,50,8.68667770202842e-11
1216,41,0,150,0.312409622068228
1217,41,0.05,150,0.30078932182594
1218,41,0.15,150,5.13606178390811e-07
1219,41,0.25,150,1.46619436345926e-15
1220,41,0.5,150,1.01469656710769e-15
1221,41,0,500,0.311812626093218
1222,41,0.05,500,0.111356721749449
1223,41,0.15,500,1.9322316301909e-07
1224,41,0.25,500,1.67202093463528e-12
1225,41,0.5,500,2.13631237635024e-18
1226,41,0,5000,0.311812626093218
1227,41,0.05,5000,0.111356721749449
1228,41,0.15,5000,1.9322316301909e-07
1229,41,0.25,5000,1.67202093463528e-12
1230,41,0.5,5000,2.13631237635024e-18
1231,42,0,5,1
1232,42,0.05,5,0.0407521529326951
1233,42,0.15,5,0.681773511511721
1234,42,0.25,5,0.00477208539486859
1235,42,0.5,5,0.0162534152392494
1236,42,0,25,0.328694683236415
1237,42,0.05,25,0.000261013730384666
1238,42,0.15,25,1.04648275051803e-09
1239,42,0.25,25,1.59749449871209e-13
1240,42,0.5,25,0.000753958020341379
1241,42,0,50,0.323805872355387
1242,42,0.05,50,0.405081086944525
1243,42,0.15,50,0.00754504151080567
1244,42,0.25,50,7.88881881849444e-15
1245,42,0.5,50,3.59765889792561e-14
1246,42,0,150,0.312087527192758
1247,42,0.05,150,0.201234380713163
1248,42,0.15,150,3.85398166921481e-06
1249,42,0.25,150,1.18142733791861e-09
1250,42,0.5,150,2.75752961181632e-20
1251,42,0,500,0.311812626093218
1252,42,0.05,500,0.111356721749449
1253,42,0.15,500,1.9322316301909e-07
1254,42,0.25,500,1.67202093463528e-12
1255,42,0.5,500,2.13631237635024e-18
1256,42,0,5000,0.311812626093218
1257,42,0.05,5000,0.111356721749449
1258,42,0.15,5000,1.9322316301909e-07
1259,42,0.25,5000,1.67202093463528e-12
1260,42,0.5,5000,2.13631237635024e-18
1261,43,0,5,0.373900966300057
1262,43,0.05,5,0.00227416999540787
1263,43,0.15,5,0.0063865509431874
1264,43,0.25,5,0.0358032447321776
1265,43,0.5,5,0.000667721766910781
1266,43,0,25,0.999999942477286
1267,43,0.05,25,0.574885954508231
1268,43,0.15,25,0.0190973940768616
1269,43,0.25,25,0.000957087038915322
1270,43,0.5,25,2.13121095178691e-10
1271,43,0,50,0.315264705902237
1272,43,0.05,50,0.990164854766216
1273,43,0.15,50,1.69646296031831e-14
1274,43,0.25,50,8.14583013481948e-05
1275,43,0.5,50,2.13883010128165e-14
1276,43,0,150,0.311917607132967
1277,43,0.05,150,0.161842726367984
1278,43,0.15,150,1.70215121610155e-05
1279,43,0.25,150,1.20902959193299e-10
1280,43,0.5,150,1.97886849601631e-19
1281,43,0,500,0.311812626093218
1282,43,0.05,500,0.111356721749449
1283,43,0.15,500,1.9322316301909e-07
1284,43,0.25,500,1.67202093463528e-12
1285,43,0.5,500,2.13631237635024e-18
1286,43,0,5000,0.311812626093218
1287,43,0.05,5000,0.111356721749449
1288,43,0.15,5000,1.9322316301909e-07
1289,43,0.25,5000,1.67202093463528e-12
1290,43,0.5,5000,2.13631237635024e-18
1291,44,0,5,0.999999914753802
1292,44,0.05,5,0.0070376717244546
1293,44,0.15,5,0.0242052284595727
1294,44,0.25,5,0.00414716600337126
1295,44,0.5,5,0.0281072671285642
1296,44,0,25,0.999999934976911
1297,44,0.05,25,0.00223275944621931
1298,44,0.15,25,1.6133664276138e-09
1299,44,0.25,25,7.82511658130809e-10
1300,44,0.5,25,3.30704226158763e-11
1301,44,0,50,0.66001252017072
1302,44,0.05,50,0.227975049948765
1303,44,0.15,50,3.82696976088056e-05
1304,44,0.25,50,4.13443195983149e-16
1305,44,0.5,50,1.25738830299375e-10
1306,44,0,150,0.159457176705129
1307,44,0.05,150,0.163133587427439
1308,44,0.15,150,4.39342780315481e-06
1309,44,0.25,150,3.86553552796096e-10
1310,44,0.5,150,3.34386120144476e-15
1311,44,0,500,0.311812626093218
1312,44,0.05,500,0.111356721749449
1313,44,0.15,500,1.9322316301909e-07
1314,44,0.25,500,1.67202093463528e-12
1315,44,0.5,500,2.13631237635024e-18
1316,44,0,5000,0.311812626093218
1317,44,0.05,5000,0.111356721749449
1318,44,0.15,5000,1.9322316301909e-07
1319,44,0.25,5000,1.67202093463528e-12
1320,44,0.5,5000,2.13631237635024e-18
1321,45,0,5,1
1322,45,0.05,5,0.000689845885347552
1323,45,0.15,5,0.0147259015725758
1324,45,0.25,5,0.000978927848722763
1325,45,0.5,5,0.00145136420658618
1326,45,0,25,0.999999569539424
1327,45,0.05,25,0.843682681203384
1328,45,0.15,25,0.0229189716331225
1329,45,0.25,25,0.00160993367119408
1330,45,0.5,25,2.3094889542229e-08
1331,45,0,50,0.660196634549483
1332,45,0.05,50,0.161874412097449
1333,45,0.15,50,2.36926178480183e-05
1334,45,0.25,50,6.63483307815882e-07
1335,45,0.5,50,1.62058073305469e-10
1336,45,0,150,0.159313279123967
1337,45,0.05,150,0.196935603745952
1338,45,0.15,150,4.81466495906097e-06
1339,45,0.25,150,6.09500021815165e-10
1340,45,0.5,150,2.58451067649833e-15
1341,45,0,500,0.311812626093218
1342,45,0.05,500,0.111356721749449
1343,45,0.15,500,1.9322316301909e-07
1344,45,0.25,500,1.67202093463528e-12
1345,45,0.5,500,2.13631237635024e-18
1346,45,0,5000,0.311812626093218
1347,45,0.05,5000,0.111356721749449
1348,45,0.15,5000,1.9322316301909e-07
1349,45,0.25,5000,1.67202093463528e-12
1350,45,0.5,5000,2.13631237635024e-18
1351,46,0,5,0.373900966300054
1352,46,0.05,5,0.0208292344770595
1353,46,0.15,5,0.0013466396437593
1354,46,0.25,5,0.00411733126950362
1355,46,0.5,5,0.000325232043623096
1356,46,0,25,1
1357,46,0.05,25,0.496643295569786
1358,46,0.15,25,0.325168444705985
1359,46,0.25,25,0.00305067186972313
1360,46,0.5,25,5.93122424931525e-05
1361,46,0,50,0.630196369853802
1362,46,0.05,50,0.884777166492725
1363,46,0.15,50,0.0216906518740513
1364,46,0.25,50,9.61305203243092e-07
1365,46,0.5,50,2.68921041729009e-11
1366,46,0,150,0.312147806768988
1367,46,0.05,150,0.191129315408332
1368,46,0.15,150,3.26323153581888e-06
1369,46,0.25,150,2.3524112752443e-11
1370,46,0.5,150,7.09961896573022e-16
1371,46,0,500,0.311812626093218
1372,46,0.05,500,0.111356721749449
1373,46,0.15,500,1.9322316301909e-07
1374,46,0.25,500,1.67202093463528e-12
1375,46,0.5,500,2.13631237635024e-18
1376,46,0,5000,0.311812626093218
1377,46,0.05,5000,0.111356721749449
1378,46,0.15,5000,1.9322316301909e-07
1379,46,0.25,5000,1.67202093463528e-12
1380,46,0.5,5000,2.13631237635024e-18
1381,47,0,5,0.373900966300056
1382,47,0.05,5,0.188476961699834
1383,47,0.15,5,0.0148329213115235
1384,47,0.25,5,0.00756028202111784
1385,47,0.5,5,0.0255346970404831
1386,47,0,25,0.999999474529846
1387,47,0.05,25,0.850955090124164
1388,47,0.15,25,3.61043646341128e-09
1389,47,0.25,25,1.85710854224812e-08
1390,47,0.5,25,8.13464553941887e-06
1391,47,0,50,0.659838472355361
1392,47,0.05,50,0.114767539714992
1393,47,0.15,50,0.00588151703081284
1394,47,0.25,50,0.000176499491202212
1395,47,0.5,50,1.39631457766615e-08
1396,47,0,150,0.312274368913558
1397,47,0.05,150,0.0159043180446953
1398,47,0.15,150,2.11309247469335e-06
1399,47,0.25,150,3.76337562352718e-24
1400,47,0.5,150,6.82938501533685e-16
1401,47,0,500,0.311812626093218
1402,47,0.05,500,0.111356721749449
1403,47,0.15,500,1.9322316301909e-07
1404,47,0.25,500,1.67202093463528e-12
1405,47,0.5,500,2.13631237635024e-18
1406,47,0,5000,0.311812626093218
1407,47,0.05,5000,0.111356721749449
1408,47,0.15,5000,1.9322316301909e-07
1409,47,0.25,5000,1.67202093463528e-12
1410,47,0.5,5000,2.13631237635024e-18
1411,48,0,5,1
1412,48,0.05,5,0.52443673842048
1413,48,0.15,5,0.0494809516754384
1414,48,0.25,5,0.0074352031161314
1415,48,0.5,5,0.424783803841253
1416,48,0,25,0.33056493127815
1417,48,0.05,25,1.37720749001558e-09
1418,48,0.15,25,0.039448617042496
1419,48,0.25,25,8.28304610725849e-10
1420,48,0.5,25,2.5533495858719e-09
1421,48,0,50,0.629794562967109
1422,48,0.05,50,0.644518995946958
1423,48,0.15,50,1.27463282452053e-12
1424,48,0.25,50,6.72895589449627e-07
1425,48,0.5,50,1.66057379087485e-11
1426,48,0,150,0.31227436891356
1427,48,0.05,150,0.181345377301144
1428,48,0.15,150,1.62543186048823e-05
1429,48,0.25,150,4.62893131485052e-11
1430,48,0.5,150,5.85932392758307e-15
1431,48,0,500,0.311812626093218
1432,48,0.05,500,0.111356721749449
1433,48,0.15,500,1.9322316301909e-07
1434,48,0.25,500,1.67202093463528e-12
1435,48,0.5,500,2.13631237635024e-18
1436,48,0,5000,0.311812626093218
1437,48,0.05,5000,0.111356721749449
1438,48,0.15,5000,1.9322316301909e-07
1439,48,0.25,5000,1.67202093463528e-12
1440,48,0.5,5000,2.13631237635024e-18
1441,49,0,5,1
1442,49,0.05,5,0.547524326899959
1443,49,0.15,5,0.00810743408166921
1444,49,0.25,5,0.00973043164020067
1445,49,0.5,5,0.00140525786311801
1446,49,0,25,0.999999127225682
1447,49,0.05,25,0.649857469983928
1448,49,0.15,25,1.24454524089713e-07
1449,49,0.25,25,0.117349872208314
1450,49,0.5,25,9.05907745315592e-08
1451,49,0,50,0.659673687499145
1452,49,0.05,50,0.144515703164033
1453,49,0.15,50,0.000237679882271551
1454,49,0.25,50,0.000528029467342126
1455,49,0.5,50,2.37965890971099e-11
1456,49,0,150,0.312147806769014
1457,49,0.05,150,0.154961913798147
1458,49,0.15,150,3.9587647952487e-06
1459,49,0.25,150,1.151824445566e-09
1460,49,0.5,150,3.51715901037313e-16
1461,49,0,500,0.311812626093218
1462,49,0.05,500,0.111356721749449
1463,49,0.15,500,1.9322316301909e-07
1464,49,0.25,500,1.67202093463528e-12
1465,49,0.5,500,2.13631237635024e-18
1466,49,0,5000,0.311812626093218
1467,49,0.05,5000,0.111356721749449
1468,49,0.15,5000,1.9322316301909e-07
1469,49,0.25,5000,1.67202093463528e-12
1470,49,0.5,5000,2.13631237635024e-18
1471,50,0,5,0.999999858635173
1472,50,0.05,5,0.0269304913268617
1473,50,0.15,5,0.0147159536357215
1474,50,0.25,5,0.0199684731737257
1475,50,0.5,5,0.0104292918181703
1476,50,0,25,0.328183261880674
1477,50,0.05,25,1.16144213372705e-08
1478,50,0.15,25,6.2289378712107e-11
1479,50,0.25,25,3.32887832015742e-10
1480,50,0.5,25,0.000120029491173536
1481,50,0,50,0.99999968534985
1482,50,0.05,50,0.281789802123825
1483,50,0.15,50,0.000258728275054345
1484,50,0.25,50,3.88481214739305e-06
1485,50,0.5,50,2.58264611942e-09
1486,50,0,150,0.657153568732107
1487,50,0.05,150,0.22266600778593
1488,50,0.15,150,7.16818648643573e-07
1489,50,0.25,150,3.66168786530311e-09
1490,50,0.5,150,2.82212824373318e-15
1491,50,0,500,0.311812626093218
1492,50,0.05,500,0.111356721749449
1493,50,0.15,500,1.9322316301909e-07
1494,50,0.25,500,1.67202093463528e-12
1495,50,0.5,500,2.13631237635024e-18
1496,50,0,5000,0.311812626093218
1497,50,0.05,5000,0.111356721749449
1498,50,0.15,5000,1.9322316301909e-07
1499,50,0.25,5000,1.67202093463528e-12
1500,50,0.5,5000,2.13631237635024e-18
1501,51,0,5,1
1502,51,0.05,5,0.0142126235981841
1503,51,0.15,5,0.00452165521954808
1504,51,0.25,5,0.0226084302805501
1505,51,0.5,5,0.0357880877586691
1506,51,0,25,0.633679968346024
1507,51,0.05,25,0.95696805529359
1508,51,0.15,25,3.71254805719315e-08
1509,51,0.25,25,0.00234676337416188
1510,51,0.5,25,5.13503855960493e-08
1511,51,0,50,0.323636083864444
1512,51,0.05,50,0.672204084078686
1513,51,0.15,50,0.000317091840320724
1514,51,0.25,50,5.85805053716003e-06
1515,51,0.5,50,1.02027659625194e-11
1516,51,0,150,0.312210054674008
1517,51,0.05,150,0.0151710912655556
1518,51,0.15,150,2.58402452350749e-06
1519,51,0.25,150,1.34742389575185e-10
1520,51,0.5,150,1.9117755213551e-14
1521,51,0,500,0.311864336074632
1522,51,0.05,500,0.111356721749449
1523,51,0.15,500,1.9322316301909e-07
1524,51,0.25,500,1.67202093463528e-12
1525,51,0.5,500,2.13631237635024e-18
1526,51,0,5000,0.311812626093218
1527,51,0.05,5000,0.111356721749449
1528,51,0.15,5000,1.9322316301909e-07
1529,51,0.25,5000,1.67202093463528e-12
1530,51,0.5,5000,2.13631237635024e-18
1531,52,0,5,0.373900966300056
1532,52,0.05,5,0.00549789170613289
1533,52,0.15,5,0.0121082804277124
1534,52,0.25,5,0.0338139030801856
1535,52,0.5,5,0.00206163947593948
1536,52,0,25,0.999998580948336
1537,52,0.05,25,1.35325294392196e-08
1538,52,0.15,25,0.0441767037393939
1539,52,0.25,25,1.11496846267551e-08
1540,52,0.5,25,1.04552223622366e-08
1541,52,0,50,0.323985026265121
1542,52,0.05,50,0.665716783085853
1543,52,0.15,50,0.0224282175478245
1544,52,0.25,50,1.70764512511557e-07
1545,52,0.5,50,2.47784182935085e-12
1546,52,0,150,0.159340194521774
1547,52,0.05,150,0.196830626361491
1548,52,0.15,150,7.5867499627193e-06
1549,52,0.25,150,2.06629347454687e-15
1550,52,0.5,150,2.80465220060869e-16
1551,52,0,500,0.311864336074652
1552,52,0.05,500,0.111356721749449
1553,52,0.15,500,1.9322316301909e-07
1554,52,0.25,500,3.98142151107209e-12
1555,52,0.5,500,2.13631237635024e-18
1556,52,0,5000,0.311812626093218
1557,52,0.05,5000,0.111356721749449
1558,52,0.15,5000,1.9322316301909e-07
1559,52,0.25,5000,1.67202093463528e-12
1560,52,0.5,5000,2.13631237635024e-18
1561,53,0,5,0.999999862405581
1562,53,0.05,5,0.813296992329389
1563,53,0.15,5,0.0082717378012765
1564,53,0.25,5,0.00439865239021212
1565,53,0.5,5,0.0156012244829405
1566,53,0,25,0.999999873612423
1567,53,0.05,25,0.000543107667099565
1568,53,0.15,25,1.30342729115057e-09
1569,53,0.25,25,0.00113298782230717
1570,53,0.5,25,2.42517430723411e-05
1571,53,0,50,0.325874706871709
1572,53,0.05,50,0.166031341926613
1573,53,0.15,50,0.0130075587186472
1574,53,0.25,50,0.000114098397992266
1575,53,0.5,50,3.55207373905258e-12
1576,53,0,150,0.627217732561777
1577,53,0.05,150,0.172029026860068
1578,53,0.15,150,8.50355578873624e-07
1579,53,0.25,150,4.80103952453407e-16
1580,53,0.5,150,2.42467882392259e-18
1581,53,0,500,0.311812626093218
1582,53,0.05,500,0.111356721749449
1583,53,0.15,500,1.9322316301909e-07
1584,53,0.25,500,1.67202093463528e-12
1585,53,0.5,500,5.95126200755849e-18
1586,53,0,5000,0.311812626093218
1587,53,0.05,5000,0.111356721749449
1588,53,0.15,5000,1.9322316301909e-07
1589,53,0.25,5000,1.67202093463528e-12
1590,53,0.5,5000,2.13631237635024e-18
1591,54,0,5,0.999999902756022
1592,54,0.05,5,0.122443724916819
1593,54,0.15,5,0.00471327595039904
1594,54,0.25,5,0.000762617101135586
1595,54,0.5,5,0.4537525871806
1596,54,0,25,0.162672916075914
1597,54,0.05,25,3.83710442911572e-10
1598,54,0.15,25,0.0731660309515073
1599,54,0.25,25,0.0390389891608647
1600,54,0.5,25,0.00273405402505275
1601,54,0,50,0.999999407403936
1602,54,0.05,50,0.315159468808593
1603,54,0.15,50,4.35804280117805e-15
1604,54,0.25,50,9.11210458545005e-15
1605,54,0.5,50,5.58586581529529e-11
1606,54,0,150,0.159287208092607
1607,54,0.05,150,0.342568917790029
1608,54,0.15,150,4.10774074360667e-06
1609,54,0.25,150,2.16678208142821e-10
1610,54,0.5,150,1.11326761167695e-15
1611,54,0,500,0.311812626093218
1612,54,0.05,500,0.111356721749449
1613,54,0.15,500,1.9322316301909e-07
1614,54,0.25,500,1.67202093463528e-12
1615,54,0.5,500,2.13631237635024e-18
1616,54,0,5000,0.311812626093218
1617,54,0.05,5000,0.111356721749449
1618,54,0.15,5000,1.9322316301909e-07
1619,54,0.25,5000,1.67202093463528e-12
1620,54,0.5,5000,2.13631237635024e-18
1621,55,0,5,1
1622,55,0.05,5,0.0127248796397562
1623,55,0.15,5,0.0437719245240394
1624,55,0.25,5,0.0028146605628792
1625,55,0.5,5,0.566927689285992
1626,55,0,25,1
1627,55,0.05,25,0.000148193282208653
1628,55,0.15,25,7.14201340682497e-10
1629,55,0.25,25,2.73357528037588e-10
1630,55,0.5,25,3.11451535364972e-06
1631,55,0,50,0.323805872355367
1632,55,0.05,50,0.197505062039043
1633,55,0.15,50,0.0349530349640666
1634,55,0.25,50,0.000152107822472733
1635,55,0.5,50,1.4190861869144e-09
1636,55,0,150,0.62694711293971
1637,55,0.05,150,0.234475848373953
1638,55,0.15,150,1.98039998556045e-06
1639,55,0.25,150,1.7825983837175e-10
1640,55,0.5,150,4.82986547319769e-19
1641,55,0,500,0.311812626093218
1642,55,0.05,500,0.111356721749449
1643,55,0.15,500,1.9322316301909e-07
1644,55,0.25,500,1.67202093463528e-12
1645,55,0.5,500,2.13631237635024e-18
1646,55,0,5000,0.311812626093218
1647,55,0.05,5000,0.111356721749449
1648,55,0.15,5000,1.9322316301909e-07
1649,55,0.25,5000,1.67202093463528e-12
1650,55,0.5,5000,2.13631237635024e-18
1651,56,0,5,1
1652,56,0.05,5,0.514766496695039
1653,56,0.15,5,0.000971499561404868
1654,56,0.25,5,0.0135924836387329
1655,56,0.5,5,0.00457761135196942
1656,56,0,25,0.3292565771717
1657,56,0.05,25,0.947806098676208
1658,56,0.15,25,0.0429203074816364
1659,56,0.25,25,0.00040172916051086
1660,56,0.5,25,3.86810946157011e-06
1661,56,0,50,1
1662,56,0.05,50,0.150468377326424
1663,56,0.15,50,0.0101117248335967
1664,56,0.25,50,3.77023732119975e-08
1665,56,0.5,50,1.94089135293063e-08
1666,56,0,150,0.312147806769008
1667,56,0.05,150,0.184877666903822
1668,56,0.15,150,7.69534733502785e-06
1669,56,0.25,150,6.51519599864283e-09
1670,56,0.5,150,2.68191468944614e-14
1671,56,0,500,0.311812626093218
1672,56,0.05,500,0.111356721749449
1673,56,0.15,500,1.9322316301909e-07
1674,56,0.25,500,1.67202093463528e-12
1675,56,0.5,500,2.13631237635024e-18
1676,56,0,5000,0.311812626093218
1677,56,0.05,5000,0.111356721749449
1678,56,0.15,5000,1.9322316301909e-07
1679,56,0.25,5000,1.67202093463528e-12
1680,56,0.5,5000,2.13631237635024e-18
1681,57,0,5,1
1682,57,0.05,5,0.014899661697483
1683,57,0.15,5,0.002645161889583
1684,57,0.25,5,6.59319457475461e-05
1685,57,0.5,5,0.0186767266850841
1686,57,0,25,0.999999638595796
1687,57,0.05,25,5.2088550819338e-08
1688,57,0.15,25,1.41791908022951e-08
1689,57,0.25,25,4.79229803748827e-10
1690,57,0.5,25,8.2590794569247e-10
1691,57,0,50,0.66001252017077
1692,57,0.05,50,0.213946704981818
1693,57,0.15,50,9.64282304959018e-05
1694,57,0.25,50,2.44440878192459e-07
1695,57,0.5,50,4.69927130030183e-16
1696,57,0,150,0.31214780676905
1697,57,0.05,150,0.193957016556871
1698,57,0.15,150,2.46120642106405e-05
1699,57,0.25,150,5.38323180285604e-09
1700,57,0.5,150,5.77269648757603e-21
1701,57,0,500,0.311812626093218
1702,57,0.05,500,0.111356721749449
1703,57,0.15,500,1.9322316301909e-07
1704,57,0.25,500,1.67202093463528e-12
1705,57,0.5,500,2.13631237635024e-18
1706,57,0,5000,0.311812626093218
1707,57,0.05,5000,0.111356721749449
1708,57,0.15,5000,1.9322316301909e-07
1709,57,0.25,5000,1.67202093463528e-12
1710,57,0.5,5000,2.13631237635024e-18
1711,58,0,5,0.999999935137369
1712,58,0.05,5,0.000168126032908742
1713,58,0.15,5,0.0167833590168995
1714,58,0.25,5,0.0150974163055531
1715,58,0.5,5,0.0158233895131901
1716,58,0,25,0.999999139078847
1717,58,0.05,25,0.687125674291893
1718,58,0.15,25,0.044010408254547
1719,58,0.25,25,7.66024360244576e-09
1720,58,0.5,25,1.31809676383035e-07
1721,58,0,50,0.325308615426024
1722,58,0.05,50,0.847662313539933
1723,58,0.15,50,0.0257549763675825
1724,58,0.25,50,1.17178172428961e-07
1725,58,0.5,50,3.78211244461346e-13
1726,58,0,150,0.312274368913539
