"id","repetition","beta8","n","p"
304,11,0.25,5,0.00030716838720687
305,11,0.5,5,0.0019021964454941
306,11,0,25,0.999999879446926
307,11,0.05,25,0.00166492796708851
308,11,0.15,25,0.0682782601742138
309,11,0.25,25,0.000672107787710299
310,11,0.5,25,1.11243592809009e-08
311,11,0,50,0.324374710526219
312,11,0.05,50,0.849123947003711
313,11,0.15,50,0.000275142653404348
314,11,0.25,50,1.99715532679141e-06
315,11,0.5,50,9.9680817828707e-07
316,11,0,150,0.321464383120806
317,11,0.05,150,0.157687113788926
318,11,0.15,150,5.68052836631431e-07
319,11,0.25,150,4.3968988949215e-10
320,11,0.5,150,5.90224485440106e-17
321,11,0,500,0.311812626093218
322,11,0.05,500,0.111356721749449
323,11,0.15,500,1.9322316301909e-07
324,11,0.25,500,1.67202093463528e-12
325,11,0.5,500,2.13631237635024e-18
326,11,0,5000,0.311812626093218
327,11,0.05,5000,0.111356721749449
328,11,0.15,5000,1.9322316301909e-07
329,11,0.25,5000,1.67202093463528e-12
330,11,0.5,5000,2.13631237635024e-18
331,12,0,5,0.37390096630006
332,12,0.05,5,0.0180239420523403
333,12,0.15,5,0.0310834094041102
334,12,0.25,5,0.0306439579052105
335,12,0.5,5,0.00848849366823431
336,12,0,25,0.999999390874778
337,12,0.05,25,4.02507048693585e-09
338,12,0.15,25,3.19167952578583e-07
339,12,0.25,25,0.00207505244721977
340,12,0.5,25,5.4982202657252e-09
341,12,0,50,0.160568265973168
342,12,0.05,50,0.181719577145598
343,12,0.15,50,6.82419032871724e-17
344,12,0.25,50,6.78727134841286e-07
345,12,0.5,50,8.68868858294114e-08
346,12,0,150,0.657385168606909
347,12,0.05,150,0.245114004334874
348,12,0.15,150,7.03318986250863e-10
349,12,0.25,150,2.34937552314457e-10
350,12,0.5,150,3.79422452647941e-19
351,12,0,500,0.311812626093218
352,12,0.05,500,0.111356721749449
353,12,0.15,500,1.9322316301909e-07
354,12,0.25,500,1.67202093463528e-12
355,12,0.5,500,2.13631237635024e-18
356,12,0,5000,0.311812626093218
357,12,0.05,5000,0.111356721749449
358,12,0.15,5000,1.9322316301909e-07
359,12,0.25,5000,1.67202093463528e-12
360,12,0.5,5000,2.13631237635024e-18
361,13,0,5,0.999999765834032
362,13,0.05,5,1.27913847321134e-05
363,13,0.15,5,0.0164544997002959
364,13,0.25,5,0.045676621341224
365,13,0.5,5,0.000120114723780369
366,13,0,25,0.32925657717172
367,13,0.05,25,1.49258773020264e-08
368,13,0.15,25,0.048993906775016
369,13,0.25,25,0.00145376023329105
370,13,0.5,25,9.96929804122461e-05
371,13,0,50,0.324174342386028
372,13,0.05,50,1.80577150051454e-17
373,13,0.15,50,1.3733693309089e-13
374,13,0.25,50,3.59566630108783e-14
375,13,0.5,50,6.53670395732284e-13
376,13,0,150,0.657512829599333
377,13,0.05,150,0.190925606751325
378,13,0.15,150,4.34764503755072e-06
379,13,0.25,150,8.93712297385887e-11
380,13,0.5,150,2.65133859761807e-19
381,13,0,500,0.311812626093218
382,13,0.05,500,0.111356721749449
383,13,0.15,500,1.9322316301909e-07
384,13,0.25,500,1.67202093463528e-12
385,13,0.5,500,2.13631237635024e-18
386,13,0,5000,0.311812626093218
387,13,0.05,5000,0.111356721749449
388,13,0.15,5000,1.9322316301909e-07
389,13,0.25,5000,1.67202093463528e-12
390,13,0.5,5000,2.13631237635024e-18
391,14,0,5,1
392,14,0.05,5,0.00152184763895398
393,14,0.15,5,0.00281573170250054
394,14,0.25,5,0.0111063137954325
395,14,0.5,5,0.00135061275233562
396,14,0,25,0.999999901761263
397,14,0.05,25,0.739535221807228
398,14,0.15,25,3.52591326365513e-08
399,14,0.25,25,0.00107535714521001
400,14,0.5,25,3.82315869399248e-10
401,14,0,50,0.66039171481604
402,14,0.05,50,0.417685882029442
403,14,0.15,50,0.000136731671529744
404,14,0.25,50,1.33358608177017e-07
405,14,0.5,50,4.04612546682758e-14
406,14,0,150,0.312340854109645
407,14,0.05,150,0.226507927196231
408,14,0.15,150,1.61742424138332e-06
409,14,0.25,150,2.18709952325889e-10
410,14,0.5,150,4.0817818092524e-16
411,14,0,500,0.311812626093218
412,14,0.05,500,0.111356721749449
413,14,0.15,500,1.9322316301909e-07
414,14,0.25,500,1.67202093463528e-12
415,14,0.5,500,2.13631237635024e-18
416,14,0,5000,0.311812626093218
417,14,0.05,5000,0.111356721749449
418,14,0.15,5000,1.9322316301909e-07
419,14,0.25,5000,1.67202093463528e-12
420,14,0.5,5000,2.13631237635024e-18
421,15,0,5,1
422,15,0.05,5,0.490495947608
423,15,0.15,5,0.0123600522892531
424,15,0.25,5,0.000759675054607499
425,15,0.5,5,0.00745688197488853
426,15,0,25,0.328694683236459
427,15,0.05,25,0.790124052875951
428,15,0.15,25,9.56635876919406e-10
429,15,0.25,25,0.0043634587577725
430,15,0.5,25,1.44560495752973e-05
431,15,0,50,0.160741029220636
432,15,0.05,50,1.31534886292218e-18
433,15,0.15,50,1.4695593473567e-14
434,15,0.25,50,0.00182169791772462
435,15,0.5,50,4.01132451196679e-11
436,15,0,150,0.312480792406363
437,15,0.05,150,0.184062625978783
438,15,0.15,150,4.57210334958446e-10
439,15,0.25,150,4.42118569418288e-16
440,15,0.5,150,3.50750140629767e-19
441,15,0,500,0.311812626093218
442,15,0.05,500,0.111356721749449
443,15,0.15,500,1.9322316301909e-07
444,15,0.25,500,1.67202093463528e-12
445,15,0.5,500,2.13631237635024e-18
446,15,0,5000,0.311812626093218
447,15,0.05,5000,0.111356721749449
448,15,0.15,5000,1.9322316301909e-07
449,15,0.25,5000,1.67202093463528e-12
450,15,0.5,5000,2.13631237635024e-18
451,16,0,5,1
452,16,0.05,5,0.014792320257641
453,16,0.15,5,0.0105347820434768
454,16,0.25,5,0.0323752503736193
455,16,0.5,5,0.00877920259525222
456,16,0,25,0.999999857107885
457,16,0.05,25,0.000233854459405726
458,16,0.15,25,0.0509413983777185
459,16,0.25,25,0.00442053589467873
460,16,0.5,25,2.35523899339733e-09
461,16,0,50,0.315473105578561
462,16,0.05,50,0.22469047131685
463,16,0.15,50,1.54432363898202e-13
464,16,0.25,50,1.36226130626589e-07
465,16,0.5,50,9.1636626259151e-10
466,16,0,150,0.312087527192748
467,16,0.05,150,0.200407922860211
468,16,0.15,150,8.99268195187706e-12
469,16,0.25,150,4.45398122437328e-10
470,16,0.5,150,6.00477163868049e-17
471,16,0,500,0.311812626093218
472,16,0.05,500,0.1155700692356
473,16,0.15,500,1.9322316301909e-07
474,16,0.25,500,1.67202093463528e-12
475,16,0.5,500,2.13631237635024e-18
476,16,0,5000,0.311812626093218
477,16,0.05,5000,0.111356721749449
478,16,0.15,5000,1.9322316301909e-07
479,16,0.25,5000,1.67202093463528e-12
480,16,0.5,5000,2.13631237635024e-18
481,17,0,5,0.999999870274737
482,17,0.05,5,0.0183971184280199
483,17,0.15,5,0.418120362392384
484,17,0.25,5,0.0177981276791404
485,17,0.5,5,0.000435599784003685
486,17,0,25,1
487,17,0.05,25,9.02836563880711e-09
488,17,0.15,25,0.0465190979305937
489,17,0.25,25,4.27323771158516e-11
490,17,0.5,25,1.25863904289264e-06
491,17,0,50,0.325052732723546
492,17,0.05,50,0.143878833836987
493,17,0.15,50,0.000188923120631901
494,17,0.25,50,2.29246043282182e-07
495,17,0.5,50,5.41357570478094e-08
496,17,0,150,0.312274368913553
497,17,0.05,150,0.00659990392230919
498,17,0.15,150,1.11676676761983e-05
499,17,0.25,150,9.93348383398879e-11
500,17,0.5,150,1.22521609640822e-14
501,17,0,500,0.311812626093218
502,17,0.05,500,0.111356721749449
503,17,0.15,500,1.9322316301909e-07
504,17,0.25,500,1.67202093463528e-12
505,17,0.5,500,2.13631237635024e-18
506,17,0,5000,0.311812626093218
507,17,0.05,5000,0.111356721749449
508,17,0.15,5000,1.9322316301909e-07
509,17,0.25,5000,1.67202093463528e-12
510,17,0.5,5000,2.13631237635024e-18
511,18,0,5,0.373900966300057
512,18,0.05,5,0.0203605606185971
513,18,0.15,5,0.0193740680390758
514,18,0.25,5,0.0338347155883809
515,18,0.5,5,0.0024680503157066
516,18,0,25,1
517,18,0.05,25,2.68547402043923e-09
518,18,0.15,25,1.13040368155341e-07
519,18,0.25,25,6.521282137798e-10
520,18,0.5,25,7.97663645284226e-05
521,18,0,50,0.160568265973172
522,18,0.05,50,0.908293045176085
523,18,0.15,50,0.000634573198320641
524,18,0.25,50,1.32451567711778e-09
525,18,0.5,50,1.75758490313941e-15
526,18,0,150,0.31234085410965
527,18,0.05,150,0.00720346066294989
528,18,0.15,150,1.39917504230253e-06
529,18,0.25,150,2.70293700243127e-10
530,18,0.5,150,4.01158882126987e-19
531,18,0,500,0.311812626093218
532,18,0.05,500,0.111356721749449
533,18,0.15,500,1.9322316301909e-07
534,18,0.25,500,1.67202093463528e-12
535,18,0.5,500,2.13631237635024e-18
536,18,0,5000,0.311812626093218
537,18,0.05,5000,0.111356721749449
538,18,0.15,5000,1.9322316301909e-07
539,18,0.25,5000,1.67202093463528e-12
540,18,0.5,5000,2.13631237635024e-18
541,19,0,5,0.999999873559454
542,19,0.05,5,0.0279318428966303
543,19,0.15,5,0.0371139733270282
544,19,0.25,5,0.0014278227431239
545,19,0.5,5,0.520020798961397
546,19,0,25,0.999999822948822
547,19,0.05,25,0.0021762852517157
548,19,0.15,25,1.74728304281993e-08
549,19,0.25,25,7.8798293871799e-12
550,19,0.5,25,6.89659075841837e-09
551,19,0,50,0.323985026265116
552,19,0.05,50,0.198144666012117
553,19,0.15,50,4.48639203089317e-18
554,19,0.25,50,0.000448419499986003
555,19,0.5,50,5.15656733867122e-12
556,19,0,150,0.312340854109672
557,19,0.05,150,0.173058672685653
558,19,0.15,150,1.42149841169676e-09
559,19,0.25,150,1.98695493999012e-10
560,19,0.5,150,7.24179853368716e-21
561,19,0,500,0.311812626093218
562,19,0.05,500,0.111356721749449
563,19,0.15,500,1.9322316301909e-07
564,19,0.25,500,1.67202093463528e-12
565,19,0.5,500,2.13631237635024e-18
566,19,0,5000,0.311812626093218
567,19,0.05,5000,0.111356721749449
568,19,0.15,5000,1.9322316301909e-07
569,19,0.25,5000,1.67202093463528e-12
570,19,0.5,5000,2.13631237635024e-18
571,20,0,5,0.999999858635173
572,20,0.05,5,0.0548286106366853
573,20,0.15,5,0.830186847564907
574,20,0.25,5,0.00253717756103289
575,20,0.5,5,0.0181738762491387
576,20,0,25,0.329256577171702
577,20,0.05,25,0.491557633637584
578,20,0.15,25,7.61278812032852e-09
579,20,0.25,25,1.73525374735423e-11
580,20,0.5,25,0.000638520444648698
581,20,0,50,0.630415786428749
582,20,0.05,50,0.120737017698788
583,20,0.15,50,0.000113679574487973
584,20,0.25,50,1.75128156677464e-14
585,20,0.5,50,4.97258672376292e-07
586,20,0,150,0.312274368913542
587,20,0.05,150,0.0062374411737715
588,20,0.15,150,3.30476918026073e-11
589,20,0.25,150,3.43108847591279e-10
590,20,0.5,150,9.22736704716179e-16
591,20,0,500,0.311812626093218
592,20,0.05,500,0.111356721749449
593,20,0.15,500,1.9322316301909e-07
594,20,0.25,500,1.67202093463528e-12
595,20,0.5,500,2.13631237635024e-18
596,20,0,5000,0.311812626093218
597,20,0.05,5000,0.111356721749449
598,20,0.15,5000,1.9322316301909e-07
599,20,0.25,5000,1.67202093463528e-12
600,20,0.5,5000,2.13631237635024e-18
601,21,0,5,1
602,21,0.05,5,0.0193325161242124
603,21,0.15,5,0.0385940179838369
604,21,0.25,5,0.0104813746364683
605,21,0.5,5,0.0535227395793982
606,21,0,25,1
607,21,0.05,25,0.000790884210986632
608,21,0.15,25,3.83280728956284e-08
609,21,0.25,25,0.00154347049872632
610,21,0.5,25,1.03439358751503e-06
611,21,0,50,0.323636083864456
612,21,0.05,50,5.08189899337322e-15
613,21,0.15,50,0.000132333407376284
614,21,0.25,50,1.04642087852022e-07
615,21,0.5,50,1.39276893607333e-09
616,21,0,150,0.312274368913543
617,21,0.05,150,0.165036118112195
618,21,0.15,150,1.39225875960575e-09
619,21,0.25,150,2.71057873565946e-10
620,21,0.5,150,8.26339718942216e-16
621,21,0,500,0.311812626093218
622,21,0.05,500,0.111356721749449
623,21,0.15,500,1.9322316301909e-07
624,21,0.25,500,1.67202093463528e-12
625,21,0.5,500,2.13631237635024e-18
626,21,0,5000,0.311812626093218
627,21,0.05,5000,0.111356721749449
628,21,0.15,5000,1.9322316301909e-07
629,21,0.25,5000,1.67202093463528e-12
630,21,0.5,5000,2.13631237635024e-18
631,22,0,5,0.999999967568684
632,22,0.05,5,0.46554565816899
633,22,0.15,5,0.733457393095229
634,22,0.25,5,0.00484209289356821
635,22,0.5,5,0.0172069831993036
636,22,0,25,1
637,22,0.05,25,1.92512582126336e-08
638,22,0.15,25,0.00481272318371619
639,22,0.25,25,0.000944408788812555
640,22,0.5,25,3.09621884875867e-06
641,22,0,50,0.629435551958581
642,22,0.05,50,0.655224630181209
643,22,0.15,50,0.000288618049284631
644,22,0.25,50,1.21987695752227e-06
645,22,0.5,50,1.28404354908153e-11
646,22,0,150,0.312147806769011
647,22,0.05,150,0.352265798689316
648,22,0.15,150,3.209111793675e-06
649,22,0.25,150,6.62112747978e-10
650,22,0.5,150,1.96330218080948e-15
651,22,0,500,0.311812626093218
652,22,0.05,500,0.111356721749449
653,22,0.15,500,1.9322316301909e-07
654,22,0.25,500,1.67202093463528e-12
655,22,0.5,500,2.13631237635024e-18
656,22,0,5000,0.311812626093218
657,22,0.05,5000,0.111356721749449
658,22,0.15,5000,1.9322316301909e-07
659,22,0.25,5000,1.67202093463528e-12
660,22,0.5,5000,2.13631237635024e-18
661,23,0,5,1
662,23,0.05,5,0.00608218056032158
663,23,0.15,5,0.012918199580369
664,23,0.25,5,0.00346904732358166
665,23,0.5,5,0.00159856268829709
666,23,0,25,0.329256577171715
667,23,0.05,25,0.00153968867387642
668,23,0.15,25,3.80841525059043e-09
669,23,0.25,25,0.0222148363308445
670,23,0.5,25,0.00858073905898797
671,23,0,50,0.629435551958682
672,23,0.05,50,0.206934904059272
673,23,0.15,50,0.0220199979921584
674,23,0.25,50,5.62491758661334e-07
675,23,0.5,50,1.26046733862441e-08
676,23,0,150,0.159287208092594
677,23,0.05,150,0.229118205781606
678,23,0.15,150,2.83386411847586e-06
679,23,0.25,150,1.46490784665892e-13
680,23,0.5,150,3.10821850613154e-14
681,23,0,500,0.311812626093218
682,23,0.05,500,0.111356721749449
683,23,0.15,500,1.9322316301909e-07
684,23,0.25,500,1.67202093463528e-12
685,23,0.5,500,2.13631237635024e-18
686,23,0,5000,0.311812626093218
687,23,0.05,5000,0.111356721749449
688,23,0.15,5000,1.9322316301909e-07
689,23,0.25,5000,1.67202093463528e-12
690,23,0.5,5000,2.13631237635024e-18
691,24,0,5,1
692,24,0.05,5,0.029480841275739
693,24,0.15,5,0.00362045434245277
694,24,0.25,5,0.00230690971996457
695,24,0.5,5,0.89941142198697
696,24,0,25,1
697,24,0.05,25,0.460097047518106
698,24,0.15,25,3.93104984418573e-08
699,24,0.25,25,0.00152834549954719
700,24,0.5,25,2.45127733920536e-08
701,24,0,50,0.324374710526182
702,24,0.05,50,0.994700562999242
703,24,0.15,50,3.43848026153103e-13
704,24,0.25,50,0.000263879937142218
705,24,0.5,50,9.55979551095493e-06
706,24,0,150,0.31214780676902
707,24,0.05,150,0.192035769337074
708,24,0.15,150,8.08943010958483e-06
709,24,0.25,150,9.46067742594546e-11
710,24,0.5,150,2.04342399385727e-15
711,24,0,500,0.311812626093218
712,24,0.05,500,0.111356721749449
713,24,0.15,500,3.19945634096481e-07
714,24,0.25,500,1.67202093463528e-12
715,24,0.5,500,2.13631237635024e-18
716,24,0,5000,0.311812626093218
717,24,0.05,5000,0.111356721749449
718,24,0.15,5000,1.9322316301909e-07
719,24,0.25,5000,1.67202093463528e-12
720,24,0.5,5000,2.13631237635024e-18
721,25,0,5,1
722,25,0.05,5,0.000429026836404528
723,25,0.15,5,0.0407840565524805
724,25,0.25,5,0.978854584131601
725,25,0.5,5,0.0198704921484452
726,25,0,25,1
727,25,0.05,25,9.89662639120482e-14
728,25,0.15,25,3.43285294698884e-06
729,25,0.25,25,0.00571167462943294
730,25,0.5,25,0.0104443688380526
731,25,0,50,0.160652165232696
732,25,0.05,50,0.691873193562529
733,25,0.15,50,4.56766736698884e-05
734,25,0.25,50,7.02870594190563e-17
735,25,0.5,50,3.77540377822087e-10
736,25,0,150,0.312554493246716
737,25,0.05,150,0.156882611117254
738,25,0.15,150,2.8187370454217e-06
739,25,0.25,150,1.0057446040465e-10
740,25,0.5,150,5.91512510030937e-16
741,25,0,500,0.311812626093218
742,25,0.05,500,0.111356721749449
743,25,0.15,500,1.9322316301909e-07
744,25,0.25,500,1.67202093463528e-12
745,25,0.5,500,2.13631237635024e-18
746,25,0,5000,0.311812626093218
747,25,0.05,5000,0.111356721749449
748,25,0.15,5000,1.9322316301909e-07
749,25,0.25,5000,1.67202093463528e-12
750,25,0.5,5000,2.13631237635024e-18
751,26,0,5,1
752,26,0.05,5,0.524261039632363
753,26,0.15,5,0.00266023360720707
754,26,0.25,5,0.0104159623761968
755,26,0.5,5,0.00516335695322315
756,26,0,25,1
757,26,0.05,25,0.000607514674231052
758,26,0.15,25,4.98807020932183e-10
759,26,0.25,25,2.19414059423265e-07
760,26,0.5,25,1.173015520717e-08
761,26,0,50,0.160741029220677
762,26,0.05,50,0.68781589207738
763,26,0.15,50,0.0231782004157021
764,26,0.25,50,0.000293454115877203
765,26,0.5,50,1.73590035722844e-06
766,26,0,150,0.312274368913539
767,26,0.05,150,0.239833574140138
768,26,0.15,150,4.25298543641142e-06
769,26,0.25,150,1.98788494754922e-10
770,26,0.5,150,1.52277142237861e-20
771,26,0,500,0.311812626093218
772,26,0.05,500,0.111356721749449
773,26,0.15,500,1.9322316301909e-07
774,26,0.25,500,1.67202093463528e-12
775,26,0.5,500,2.13631237635024e-18
776,26,0,5000,0.311812626093218
777,26,0.05,5000,0.111356721749449
778,26,0.15,5000,1.9322316301909e-07
779,26,0.25,5000,1.67202093463528e-12
780,26,0.5,5000,2.13631237635024e-18
781,27,0,5,1
782,27,0.05,5,0.0400237916171285
783,27,0.15,5,0.0102276762434182
784,27,0.25,5,6.26736035812259e-05
785,27,0.5,5,0.0176618601254988
786,27,0,25,0.328694683236449
787,27,0.05,25,5.74298334187709e-12
788,27,0.15,25,0.138881772947724
789,27,0.25,25,0.177778251019932
790,27,0.5,25,8.40122978992193e-05
791,27,0,50,0.324374710526206
792,27,0.05,50,0.287719971227196
793,27,0.15,50,0.000145064705192892
794,27,0.25,50,1.07633640199949e-16
795,27,0.5,50,4.79041482690798e-07
796,27,0,150,0.312087527192705
797,27,0.05,150,0.207606490816374
798,27,0.15,150,3.11682421835853e-10
799,27,0.25,150,5.3773696006212e-09
800,27,0.5,150,6.80049611232277e-20
801,27,0,500,0.311812626093218
802,27,0.05,500,0.111356721749449
803,27,0.15,500,1.9322316301909e-07
804,27,0.25,500,1.67202093463528e-12
805,27,0.5,500,2.13631237635024e-18
806,27,0,5000,0.311812626093218
807,27,0.05,5000,0.111356721749449
808,27,0.15,5000,1.9322316301909e-07
809,27,0.25,5000,1.67202093463528e-12
810,27,0.5,5000,2.13631237635024e-18
811,28,0,5,0.373900966300059
812,28,0.05,5,0.00149308799459705
813,28,0.15,5,0.0531373787666833
814,28,0.25,5,0.0165984614261402
815,28,0.5,5,0.00681635774251188
816,28,0,25,1
817,28,0.05,25,0.877148534867141
818,28,0.15,25,0.0205297011842509
819,28,0.25,25,4.30900730724232e-10
820,28,0.5,25,0.00240817398299325
821,28,0,50,0.160568265973169
822,28,0.05,50,0.448308458983534
823,28,0.15,50,0.000192134524022539
824,28,0.25,50,7.63227580882103e-05
825,28,0.5,50,6.43420885675396e-10
826,28,0,150,0.312147806769007
827,28,0.05,150,0.176722039067548
828,28,0.15,150,1.33966085135151e-06
829,28,0.25,150,5.8778304165732e-11
830,28,0.5,150,5.25535878821518e-16
831,28,0,500,0.311812626093218
832,28,0.05,500,0.111356721749449
833,28,0.15,500,1.9322316301909e-07
834,28,0.25,500,1.67202093463528e-12
835,28,0.5,500,2.13631237635024e-18
836,28,0,5000,0.311812626093218
837,28,0.05,5000,0.111356721749449
838,28,0.15,5000,1.9322316301909e-07
839,28,0.25,5000,1.67202093463528e-12
840,28,0.5,5000,2.13631237635024e-18
841,29,0,5,1
842,29,0.05,5,0.528632126777129
843,29,0.15,5,0.0309766033418762
844,29,0.25,5,0.0233980691013971
845,29,0.5,5,0.00859725051007693
846,29,0,25,0.329256577171694
847,29,0.05,25,0.671382387048989
848,29,0.15,25,0.0148125765120177
849,29,0.25,25,0.00230314156396354
850,29,0.5,25,4.83043519644966e-08
851,29,0,50,0.660391714815941
852,29,0.05,50,0.793702676501274
853,29,0.15,50,6.05082288997025e-05
854,29,0.25,50,2.25829102773091e-07
855,29,0.5,50,5.38727157465412e-11
856,29,0,150,0.312147806769037
857,29,0.05,150,0.359036793418133
858,29,0.15,150,2.60740666947327e-06
859,29,0.25,150,1.90370881278713e-10
860,29,0.5,150,4.87577557683734e-15
861,29,0,500,0.311812626093218
862,29,0.05,500,0.111356721749449
863,29,0.15,500,1.9322316301909e-07
864,29,0.25,500,1.67202093463528e-12
865,29,0.5,500,2.13631237635024e-18
866,29,0,5000,0.311812626093218
867,29,0.05,5000,0.111356721749449
868,29,0.15,5000,1.9322316301909e-07
869,29,0.25,5000,1.67202093463528e-12
870,29,0.5,5000,2.13631237635024e-18
871,30,0,5,1
872,30,0.05,5,0.00313733694314493
873,30,0.15,5,0.00203922788583559
874,30,0.25,5,0.0251082876413491
875,30,0.5,5,0.000469432412184994
876,30,0,25,0.329876800921104
877,30,0.05,25,0.606498920254977
878,30,0.15,25,0.00794767600306971
879,30,0.25,25,5.37390465062156e-11
880,30,0.5,25,1.34323207663916e-05
881,30,0,50,0.660196634549496
882,30,0.05,50,0.267008343217639
883,30,0.15,50,1.55824806637274e-15
884,30,0.25,50,1.27600301673029e-12
885,30,0.5,50,8.75989212721216e-10
886,30,0,150,0.312340854109732
887,30,0.05,150,0.157666307053067
888,30,0.15,150,2.90516080848187e-10
889,30,0.25,150,1.42682827597801e-10
890,30,0.5,150,1.29080969497174e-19
891,30,0,500,0.311812626093218
892,30,0.05,500,0.111356721749449
893,30,0.15,500,1.9322316301909e-07
894,30,0.25,500,1.67202093463528e-12
895,30,0.5,500,2.13631237635024e-18
896,30,0,5000,0.311812626093218
897,30,0.05,5000,0.111356721749449
898,30,0.15,5000,1.9322316301909e-07
899,30,0.25,5000,1.67202093463528e-12
900,30,0.5,5000,2.13631237635024e-18
901,31,0,5,0.391002218955773
902,31,0.05,5,0.00206903884751249
903,31,0.15,5,0.000700503196572349
904,31,0.25,5,0.00196990676883663
905,31,0.5,5,0.00834651063932266
906,31,0,25,0.32818326188068
907,31,0.05,25,0.641663514447461
908,31,0.15,25,7.23275856111006e-11
909,31,0.25,25,0.00179701760618521
910,31,0.5,25,9.42955599220401e-08
911,31,0,50,0.315473105578548
912,31,0.05,50,0.916039745838224
913,31,0.15,50,2.20297394762406e-05
914,31,0.25,50,7.5500009474859e-08
915,31,0.5,50,8.05009187477024e-12
916,31,0,150,0.627011416066022
917,31,0.05,150,0.175682614595061
918,31,0.15,150,1.71352171675796e-09
919,31,0.25,150,1.52211994695863e-10
920,31,0.5,150,5.65662587549601e-17
921,31,0,500,0.311864336074644
922,31,0.05,500,0.111356721749449
923,31,0.15,500,1.9322316301909e-07
924,31,0.25,500,1.67202093463528e-12
925,31,0.5,500,2.13631237635024e-18
926,31,0,5000,0.311812626093218
927,31,0.05,5000,0.111356721749449
928,31,0.15,5000,1.9322316301909e-07
929,31,0.25,5000,1.67202093463528e-12
930,31,0.5,5000,2.13631237635024e-18
931,32,0,5,0.999999400239831
932,32,0.05,5,0.00419830221513942
933,32,0.15,5,0.0213983356923245
934,32,0.25,5,0.00305494895298814
935,32,0.5,5,0.00415896597233403
936,32,0,25,0.162232590033997
937,32,0.05,25,0.799398978162806
938,32,0.15,25,0.0154938009885962
939,32,0.25,25,0.0201666326790891
940,32,0.5,25,1.2887701872068e-08
941,32,0,50,0.324174342386002
942,32,0.05,50,0.258779508729718
943,32,0.15,50,0.00274482504970292
944,32,0.25,50,1.4325814899175e-07
945,32,0.5,50,1.56153415205988e-07
946,32,0,150,0.312274368913537
947,32,0.05,150,0.167236147262193
948,32,0.15,150,2.10418712197883e-06
949,32,0.25,150,2.51719461493072e-11
950,32,0.5,150,4.17241297898043e-14
951,32,0,500,0.311812626093218
952,32,0.05,500,0.111356721749449
953,32,0.15,500,1.9322316301909e-07
954,32,0.25,500,1.67202093463528e-12
955,32,0.5,500,2.13631237635024e-18
956,32,0,5000,0.311812626093218
957,32,0.05,5000,0.111356721749449
958,32,0.15,5000,1.9322316301909e-07
959,32,0.25,5000,1.67202093463528e-12
960,32,0.5,5000,2.13631237635024e-18
961,33,0,5,0.373900966300062
962,33,0.05,5,0.00798089665737328
963,33,0.15,5,8.54094490072011e-05
964,33,0.25,5,0.00776969331418224
965,33,0.5,5,0.0647614655419331
966,33,0,25,0.664652940332592
967,33,0.05,25,0.000794304856062882
968,33,0.15,25,9.09445422897467e-10
969,33,0.25,25,2.44166942560609e-09
970,33,0.5,25,3.41362590132081e-05
971,33,0,50,0.160835311527855
972,33,0.05,50,0.347148062617511
973,33,0.15,50,3.45687678237538e-05
974,33,0.25,50,1.33127962257646e-07
975,33,0.5,50,8.45946696615095e-08
976,33,0,150,0.312274368913474
977,33,0.05,150,0.142792136064832
978,33,0.15,150,1.94692120414312e-10
979,33,0.25,150,2.63095172532355e-10
980,33,0.5,150,5.48710036612339e-19
981,33,0,500,0.311864336074639
982,33,0.05,500,0.111356721749449
983,33,0.15,500,1.9322316301909e-07
984,33,0.25,500,1.67202093463528e-12
985,33,0.5,500,2.13631237635024e-18
986,33,0,5000,0.311812626093218
987,33,0.05,5000,0.111356721749449
988,33,0.15,5000,1.9322316301909e-07
989,33,0.25,5000,1.67202093463528e-12
990,33,0.5,5000,2.13631237635024e-18
991,34,0,5,0.999999826864153
992,34,0.05,5,0.00012835684415185
993,34,0.15,5,0.0129785901414714
994,34,0.25,5,0.00107240617401901
995,34,0.5,5,0.00426981050648193
996,34,0,25,0.633679968346068
997,34,0.05,25,8.80309110530499e-09
998,34,0.15,25,0.0242231136707425
999,34,0.25,25,0.0317744726608893
1000,34,0.5,25,0.000160371730191473
1001,34,0,50,0.324374710526134
1002,34,0.05,50,0.197039832884214
1003,34,0.15,50,0.000389040578856633
1004,34,0.25,50,3.00209224613775e-15
1005,34,0.5,50,1.94847326451018e-15
1006,34,0,150,0.159313279123928
1007,34,0.05,150,0.0047801085718127
1008,34,0.15,150,4.6772346510907e-06
1009,34,0.25,150,2.16732307302952e-10
1010,34,0.5,150,1.78428966823304e-16
1011,34,0,500,0.311812626093218
1012,34,0.05,500,0.111356721749449
1013,34,0.15,500,1.9322316301909e-07
1014,34,0.25,500,1.67202093463528e-12
1015,34,0.5,500,2.13631237635024e-18
1016,34,0,5000,0.311812626093218
1017,34,0.05,5000,0.111356721749449
1018,34,0.15,5000,1.9322316301909e-07
1019,34,0.25,5000,1.67202093463528e-12
1020,34,0.5,5000,2.13631237635024e-18
1021,35,0,5,1
1022,35,0.05,5,0.505183078452141
1023,35,0.15,5,0.79900975315704
1024,35,0.25,5,0.000340320784720098
1025,35,0.5,5,0.0591257499395415
1026,35,0,25,0.328183261880645
1027,35,0.05,25,0.615457325558393
1028,35,0.15,25,0.0300438241735924
1029,35,0.25,25,0.00517227037142795
1030,35,0.5,25,0.000121386089570484
1031,35,0,50,0.999998631458011
1032,35,0.05,50,0.820763465339081
