"rep","p","bf"
1,0.00256514947046468,1.345159509043
51,0.00128172212994247,1.23287138021467
59,4.41319325966749e-07,78.307456974657
43,4.10946303518014e-06,254.312892351711
10,0.00529008580305888,2.09791894349463
26,3.13775482722811e-07,22.153877474116
18,0.000138625015271011,4.60047209096803
34,0.000300619476062912,18.2366843303601
68,0.000178761873294625,7.38334542658104
84,0.00721835295936534,7.92420355210855
76,0.00181580596648464,2.02095414931443
92,2.34450776700741e-06,123.405909717637
2,5.44079084679332e-06,67.5386283807723
52,0.000892091098984422,1.98035972315044
11,2.18886186400549e-05,29.5851669443871
60,0.000120357142159501,159.134338685162
44,1.24442477124216e-05,3.15239485162339
19,0.00488072671286323,1.93918661186712
27,3.20124588803171e-06,475.914112220095
69,0.00142239535300416,2.60503661115623
85,0.0347590896183809,0.213673895868779
35,0.0001745901488219,18.2396031276003
77,6.52939717129446e-06,15.8488125057497
93,0.000712477966847022,4.39329001889314
3,0.000748135733953109,4.64529468192956
53,1.63349549241608e-05,30.0620429970535
45,8.57326037563593e-06,7223.60785915079
61,1.15664639631352e-05,890.187097697859
20,0.00689493772479835,1.36850381583012
12,3.91525615314439e-08,34859.9687610235
36,7.36031426961894e-08,230.802259606676
86,5.76912741356152e-07,17.4243923477072
28,5.39357739637476e-06,101.577219808097
78,4.04929689501933e-06,418.149042667283
70,1.12920038724793e-07,11933.5209784973
94,0.00023306000311602,19.2068943123865
4,0.00491727694496701,1.46851021704446
54,3.28540216454202e-05,7.90802920425521
46,0.00540555675344637,1.1780906437451
21,0.000227360183693695,18.1313417078338
13,1.258605011769e-06,31.8896332962906
62,1.6461137028472e-05,41.2764760543408
37,0.00347317255430496,11.4772218462655
87,2.73757060446753e-07,518.294397455779
95,0.000772120488693522,18.9918781704594
29,7.28073314352533e-06,1104.13429773565
71,0.000226325718563721,21.9210585135965
79,1.13959158980451e-06,73.7199147304794
5,0.0227374184027573,0.69646498423568
55,0.0011505475503924,5.10775624517586
47,1.79132797041374e-09,11041.688168186
14,0.000110325640535413,8.05311386350928
22,1.7041351953058e-06,53855.0026884727
63,9.33092193410761e-05,15.6117719346337
38,0.000470229715839957,3.80122405844343
88,5.0413537411809e-06,50.4020506779697
72,0.0128781830885916,0.291783155467611
96,9.03875328613981e-05,1328.85821394232
30,1.03540751288643e-06,2118.88855518839
80,0.00386668386699127,2.10882660825429
56,0.00691689242390926,0.640192042590343
6,9.44861847299278e-05,15.652355194517
48,0.0017525892744725,0.934562088492797
15,0.0527486491805916,0.173125692176156
23,2.84268897798044e-06,1324.47271119885
89,0.000275809799518137,88.0425114044321
64,1.83725620093778e-08,11056.08362481
39,0.000767761340752026,10.9822850113671
97,3.12279287416119e-05,210.72669049726
73,0.0154272669088789,0.456383635392534
31,0.000977216937827527,1.8872408310935
81,1.6020628433479e-07,322.429667593044
57,0.00508362924194385,1.29602249382709
7,2.09425827832153e-05,694.682541173325
49,1.6141115000326e-05,24.0028503276618
16,0.000568921307118682,6.76920361326063
24,8.16466515892572e-06,34.498870058524
90,0.00094282216904471,2.94110656108181
65,9.60078935070181e-05,12.4372123552462
40,1.43308967865691e-05,6.33614355395824
74,0.000632622732420417,2.42118827692036
32,3.19654295783626e-06,78.7764318405069
98,0.00147232629335396,2.66864910282397
82,0.00164989735355331,0.60055490174907
58,0.000199097737806894,3.4895417389959
8,2.69808032516152e-07,1115.00395131263
50,8.31899037779077e-08,32655.2832309152
17,0.00323526401147637,2.10045915762924
25,2.82389182855404e-05,13.1873863469531
91,0.000123886228052836,3.82152424836771
66,0.0212737002714366,0.603225005639105
41,0.000334540286946838,3.15050632530818
99,8.30656385647094e-05,3.5757368161456
33,0.000946434834313218,1.60910001715322
75,0.157750513529099,0.126860719735844
83,0.00446521510461129,1.48498408030761
9,0.00757686580298259,0.686856682313082
42,5.04096619252845e-06,630.975824242665
67,3.28411188550531e-05,66.7704394340602
100,3.18876624595602e-07,321.434199695459
84,0.000345837904913825,19.5689187079251
26,0.00226713690151664,0.470024812586345
68,5.80677344454507e-07,83.2884478611157
18,8.08017033284769e-05,16.4538424646972
34,8.55193759992372e-06,7.74284943569555
51,2.59035792120734e-05,32.6031118140638
1,0.0202557118935669,0.416436404400299
43,0.000376719465917081,7.10172136699749
10,8.30863836134384e-05,402.827432799308
59,2.27758401020552e-05,141.851348139383
92,4.08335998740086e-05,11.2346771347835
76,0.00051395479972458,14.1313523268107
27,0.0155780557417372,0.354173704086457
69,3.94038186652552e-05,114.590878992233
85,0.00258655000468337,2.2522350079195
19,3.53511664375098e-05,159.881688237057
52,1.9714000239356e-05,806.650676764221
35,6.85838264675827e-05,1.68807340005637
60,0.000243393454008738,9.8469265541065
2,0.000577325443077717,5.60233847177315
44,1.61696079400633e-05,127.347714819154
77,0.000120637224431499,163.948416272701
93,0.000817879489363629,2.27632015026407
11,1.41727693120777e-05,37.1877158594052
28,1.90092739893927e-05,536.098987721037
70,0.000852265297311808,4.27356790826085
86,0.000466025544657992,2.29803981105851
20,0.00186148648471415,5.33943641779235
36,0.0168796470679419,0.288248632987619
3,5.98178953215224e-09,4624.85328600085
53,0.000875163290496311,11.7853043653469
61,0.00318546105555884,3.28667595356402
12,0.00554789331171135,0.54258901809942
45,0.00123626119953164,2.89042619783604
78,0.000260345733542911,13.3247097201939
94,3.3422304661785e-07,131.979206103319
29,0.000630958588021305,332.895772911266
71,0.000391502729076601,92.5148959010023
87,5.85390033313709e-06,18.2017328998304
21,0.000283963365768066,2.22771764424165
37,6.57818234350312e-05,23.6668900333602
4,0.00022172737509693,110.942574121389
62,6.13007138436789e-05,5.85122352073133
54,0.173560468242477,0.105617400075293
46,4.61388752191104e-06,64.1612730121908
13,0.00437956393378305,3.1393404451263
79,0.0168794161453462,0.706282453408441
95,0.000203190762985964,112.141373376004
30,0.00123025652243609,31.8787279176632
88,0.000405579061368788,2.58146571224776
72,0.00758468753082564,0.48560314249468
38,7.69325528848795e-07,5664.11163653862
22,3.9560531500209e-05,35.1929292998384
5,1.0538840121945e-07,1933.26732155172
63,0.00291678684503462,1.87956454100394
55,4.08859852869814e-05,192.946008753721
96,8.39418658002937e-05,9.05931213341481
14,2.05613789387034e-07,83.4057432474232
47,1.35594981146304e-05,75.5621621904087
80,2.8522554553853e-05,19.2125821098271
31,0.0019224519740009,1.29255412197445
73,0.00192911761737737,2.29223717157007
89,0.0938584609624305,0.218474650102814
39,0.00158213957026054,5.65780263936993
23,0.00277472854020201,5.10180853104708
6,0.00040607717610316,13.1016252157065
64,5.49669344966712e-05,121.990543673315
97,1.96506080547499e-05,155.255735931858
15,3.1411349664353e-06,557.612051548503
56,0.0131246307409325,0.370889844308283
48,0.000866999803868445,37.3713041637768
81,0.0119366427326797,5.75831226330086
32,0.00322089257536269,0.699686210485264
74,0.000260638069649876,4.49966318981432
90,3.06279678632239e-06,43.6431960458252
40,4.40394647217742e-06,56.7897629993211
24,0.0110312673197684,0.3343745997168
7,0.000417992871233568,32.7501943857597
65,5.25110406136645e-05,5.18745840529543
98,0.00192978700257654,2.9559279481759
57,2.38258346093947e-05,13.6885881039654
49,0.0286645171230935,0.224708090864852
82,4.34173253501412e-05,7.0430641469562
16,0.00351095132743961,1.80369543845774
33,5.33061289735728e-06,704.767353464922
41,0.000327962336056034,11.4258538024561
75,1.645007783608e-05,33.6852741432781
91,0.000318156086368833,3.42344294332651
25,6.25504118849027e-05,487.165374012849
8,1.04885696109162e-06,1596.97736168979
66,0.000972223553535168,11.1458329744253
99,0.000328994801857172,2.329973687591
58,0.000347962112259338,6.53703604846708
17,0.000190010375806088,77.9476295786301
50,0.0350931724235022,0.448074564906506
83,0.00454805634944508,4.40898826252678
42,7.27992583490542e-05,1.52229179610024
9,0.00241175683355036,1.50849682641795
67,0.000103814134407178,3.38400676547841
100,0.00574512858242619,1.62683033811715
1,0.000298301508694476,27.1590439604599
76,4.53638849558978e-05,41.5667084426286
59,0.000239602174491266,149.760855161569
26,0.000501289673287531,3.33921828373836
84,0.00146318751700986,9.12492915788294
51,1.47386026079554e-07,77085.8484646938
92,0.000127662969208436,13.6615803234347
34,0.00067647740415226,2.17355968888737
43,2.04354634067282e-07,12221.4734665964
18,2.24947387295702e-05,29.5189549270561
10,0.000165630272997329,8.58440251683526
68,0.000377857529452864,5.12537714692505
2,6.96288045675839e-05,16.9111782403513
52,4.43961430129615e-05,311.380976655964
60,9.87847948908904e-06,2745.90246411835
77,0.000355914908893198,12.2581344454342
27,0.00180187084689265,3.25065742224327
35,4.72130885036506e-06,79.7568942014491
11,0.00546989116649865,2.66425617342854
85,0.114391677509327,0.126489280898005
93,6.12560713964971e-06,15.0852892976261
44,0.000149303606591654,13.0643283072998
69,0.003973025045765,0.930425212966772
19,0.0118126518421675,0.314121581139677
3,8.81556712619217e-05,89.6638156439905
53,0.00212579742268823,0.349069402144727
78,0.00628912348904045,1.4124439324951
61,0.000244227475634859,2.20851027461376
28,0.0504153411260804,0.221148976923426
36,4.24236554212381e-06,36.8703961970102
86,1.4910701451171e-05,653.768223084338
94,2.36754713699443e-07,210.40687769521
12,0.000207489670056753,51.8787001887732
45,0.00473742529497806,0.603186588576583
70,3.67953910840039e-06,47.3238105193941
20,1.51946765016705e-06,336.510234894337
4,0.00118236080236253,5.06221194361908
54,0.00168318056492267,1.68914360163677
79,5.74191209707899e-07,366.399835440841
29,0.00182215272972973,14.3238728453832
37,0.0026674900221649,2.51255837480958
62,4.50996916657e-05,76.0041236758788
95,3.86926851894734e-05,75.8402829887299
87,0.000127776645707031,266.045629810772
13,0.000557023424499383,8.73242257904446
71,2.69217786875205e-07,91.0257922406749
21,2.82867238846144e-05,87.1955099484038
46,0.00014576825575737,2.3651739479436
5,0.00021197557072197,9.73816728816626
55,0.000567485083883844,1.26125637695285
80,2.33013124775726e-07,1293.74654569993
30,0.00570935862917774,5.17214912958909
38,7.80183495030613e-06,8.78678956531909
63,9.22545511445776e-06,249.942024515879
96,9.02585883752565e-08,538.671130764418
88,0.0065684991431095,0.973416150132134
47,5.74211624184909e-07,502.982549844085
72,0.000346542929636292,1.92792213231694
14,0.000627754332114956,3.00916983693763
